"index","class","text","ethnic_keyword","hate_keyword","christian|christians","muslim|muslims|islam|islamic","northern|northerner|northerners|arewa|almajiri","southern|southerner|southerners","hausa|hausas","fulani|fulanis","yoruba|yorubas","igbo|ibo|ibos|igbos","women|woman|girl|girls|female|females","lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders","herdsmen|herdsman","eastern|easterner|easterners|biafra","name"
185,1,"@GraceJo30910269 Hahahahaha igbayi aro t'arugbo n sukun oko, na now una sense come resetting? since when Igbo are struggle for Biafra, 
Wehy don't you people keep been slaves under ordinary cows ""Malu"" iranko lasan lasan and keep dying","igbo|ibo|ibos|igbos","lasan",,,,,,,,,,,,,"Ibrahim"
380,2,"@Omojuwa HIM NEVA SEE ANYTIN, NNAMDI WANTS TO DIVIDE NIGERIA.MY MALO GF LIKES AMALA, MY IGBO GF LIKES SUYA, MY YORUBA GF LIKE KILICHI.","igbo|ibo|ibos|igbos","malo|malos",,,,,,,,,1,,,,"Ibrahim"
318,0,"What a thread!.... Tears fell down when I read this thread. Ali and his friend would never say Igbo's are wicked tribes and okafor &amp; his family didn't say Hausa's should be killed. Did you see how God did a very wonderful work here. I never knew Almajiri(s) begs for mallam😭😭 https://t.co/esQrlNcFGU","igbo|ibo|ibos|igbos","mallam|malamai",,,,,,,,,,,,,"Ibrahim"
404,0,"@EMMA46857606 @AminuAbana @Kingg_Ahmadii ""Arna"" is ""Christian"" and ""nyamiri"" is ""Igbo"". Does it still sound ""denigrating""?","igbo|ibo|ibos|igbos","arne|arna",,,,,,,,,,,,,"Ibrahim"
28,0,"@raja_ranmii1 It happens bro....the dey I fell in love with an Igbo girl...Bros I mumu pass u..the first time I felt I was a fool.","igbo|ibo|ibos|igbos","mumu|mumus",,,,,,,,,,,,,"Ibrahim"
248,1,"""@msBeeXoxo: @JenniDotCoDotUk sharrap dere!!!! Did u jus call me ""undercover ibo girl"" chooiiii lmaoooooooooo u hve killed me""","igbo|ibo|ibos|igbos","sharrap",,,,,,,,,,,,,"Ibrahim"
476,0,"@OgbeniDipo Hausa people say Nyamiri...","igbo|ibo|ibos|igbos","nyamiri",,,,,,,,,,,,,"Ibrahim"
300,1,"@Marlykar @UchePOkoye @KikesX @AfamDeluxo I was teaching some locals on how to use a system in Aba and I tried to use Umuahia in an example, they spent the next 35 minutes trying to teach me the correct pronunciation of Umuahia, even Eyinmba that I called was wrong. Omo Yoruba, Ibo, Aboki are in the same bracket","igbo|ibo|ibos|igbos","aboki|abokai",,,,,,,,,,,,,"Ibrahim"
123,0,"RT @enddidinn: What's oshi in igbo? 
What's ole in yoruba? 
I know a man whose name has both words. 

This thing can't be made up. 

When o…","igbo|ibo|ibos|igbos","ole|awon ole",,,,,,,,,,,,,"Ibrahim"
115,1,"@BABESWODUMO___ You know wetin dey make me laugh pass ... Goggle translate koh leh translate yoruba ati igbo.... Makes this whole trading of words more interesting 😂... Didirin dato","igbo|ibo|ibos|igbos","didirin|awon didirin",,,,,,,,,,,,,"Ibrahim"
116,1,"@deyinkagrandson You're a big fool, very foolish individual oponu, apoda, you are very shallow minded. How dare you talk about a tribe or and treating others. You must be stupid to incite violence. Who gave you the audacity and voice. Oma stupid o. What as an average igbo man or woman done to you","igbo|ibo|ibos|igbos","apoda|awon apoda",,,,,,,,,,,,,"Ibrahim"
475,0,"@gimbakakanda I think this stereotypes flowed down from the travails of the civil war, in a period when leaders from all regions sought to demonize other regions, to their people. Same applies to the way Hausas use Nyamiri and Beereebe. Racism and hate are built on such foundations.","igbo|ibo|ibos|igbos","nyamiri",,,,,1,,,,,,,,"Ibrahim"
61,1,"Sorry soke werey (yoruba)
Kwupu okwu onye nzuzu (igbo)
Kara murya (hausa)
Are there more??😐
#EndSARS","igbo|ibo|ibos|igbos","onye nzuzu|ndi nzuzu",,,,,,,,,,,,,"Ibrahim"
478,0,"@SkinnyBoi001_ And calling Igbos nyamiri is right? Before you complain, change your narrative. If you know what you call other that they ont find funny, stop it.","igbo|ibo|ibos|igbos","nyamiri",,,,,,,,,,,,,"Ibrahim"
461,2,"@obiicavern @iykimo it is igbos that brought all those irregularities in Nigeria. Baby factory to drug trafficking. Guns runners.","igbo|ibo|ibos|igbos","baby factory|baby factories",,,,,,,,1,,,,,"Ibrahim"
417,2,"@mkadamu3 Ashe Igbo ce, nyamiri?

A ina taji Hausa haka.","igbo|ibo|ibos|igbos","nyamiri",,,,,,,,1,,,,,"Ibrahim"
150,2,"Leak Fotos: Angry Igbo Guy Uploads Photos Of Ashewo Girl He Did It With http://t.co/E2jMkRl2Hf","igbo|ibo|ibos|igbos","ashewo|ashewos|awon ashewo",,,,,,,,,1,,,,"Ibrahim"
471,0,"@ZionAdada @jacksonpbn When we say Nyamiri in North we simply mean Igbo, nothing bad attach to that","igbo|ibo|ibos|igbos","nyamiri",,,,,,,,,,,,,"Ibrahim"
81,1,"See this cretin o... If you are truly for one Nigeria you wouldn't be whipping up tribal sentiments by making very ambiguous statements like Igbos own most of the investments in Lagos and implying that Lagos is not a Yoruba state because it was once a federal capital... Oponu! https://t.co/oN59jgkRHu","igbo|ibo|ibos|igbos","oponu|awon aoponu",,,,,,,,,,,,,"Ibrahim"
339,0,"Who told Nigerian govt that cow rearing is for Fulanis ...huh ? Igbos can do that too....we ve wawa people in Enugu they understand cow business very well.
...so oga,chill and leave that ur connotative grazing bill,
Everybody stay on your own and do ur ethnic business peacefully.","igbo|ibo|ibos|igbos","wawa|wawaye",,,,,,,,,,,,,"Ibrahim"
477,0,"@Juliet32556601 @philbwala @realFFK Yeah sis,same thing about this issue, when we say something like 'yarbawa or nyamiri,banufe(person of nupe origin) balarabe(Arab) we meant no insult,all are in Hausa language just like I was once called 'onye hausa' n was like y 'onye'?d wmn said na my lngug","igbo|ibo|ibos|igbos","nyamiri",,,,,,,,,,,,,"Ibrahim"
224,2,"@PetiteDami I like what he did that's a typical Igbo man for u always with their sense and intelligent, next time when he want to take u out bring three of ur friend join urself.stupid girls Una don see mugu money spender u girls are. Fond of that nonsense","igbo|ibo|ibos|igbos","mugu",,,,,,,,,1,,,,"Ibrahim"
122,2,"@stups44 This babe is is a definition if Ole,thief Ole,Lazy. Na the money her eye dey chuk. IBO girl.","igbo|ibo|ibos|igbos","ole|awon ole",,,,,,,,,1,,,,"Ibrahim"
277,2,"@idowu553 Igbo people never once day surport APC but ti abafi owo osibaomodewi Aatufi owo otunfamora APC please help them igbo this our land is Awusa, Igbo, Yoruba, it means together we are one and as 4 4pilars","igbo|ibo|ibos|igbos","owo",,,,,,,,1,,,,,"Ibrahim"
25,1,"@Usedabackspace After all he don enjoy the pussy for four years so what’s up.  The girl Dey connect with Igbo guy for phone and the mumu Nigga no even know what’s going on. His not smart that’s why the girl left","igbo|ibo|ibos|igbos","mumu|mumus",,,,,,,,,,,,,"Ibrahim"
472,2,"The Hausa has long ago tagged them Nyamiri-ba-Mutum https://t.co/tDcZXigWHo","igbo|ibo|ibos|igbos","nyamiri",,,,,1,,,,,,,,"Ibrahim"
460,0,"RT @SaharaReporters: Police Rescue 19 Pregnant Girls At Lagos Baby Factory, Arrest Two Traffickers | Sahara Reporters https://t.co/ZI2lHrCs…","igbo|ibo|ibos|igbos","baby factory|baby factories",,,,,,,,,,,,,"Ibrahim"
458,0,"Baby Factory: Nine Pregnant Women In Police Net https://t.co/PKWucQbl3c https://t.co/d4RsVOElCH","igbo|ibo|ibos|igbos","baby factory|baby factories",,,,,,,,,,,,,"Ibrahim"
70,2,"RT @blessedivine: Igbos where is your so called elite or intelligences, Nnia Nwodo and oha ndi oshi good morning.. without Biafra all you o…","igbo|ibo|ibos|igbos","onye oshi|ndi oshi",,,,,,,,1,,,,,"Ibrahim"
422,0,"@renoomokri Nyamiri is neva derogatory. During d civil war, d Igbos asked 4 water (nyem  imiri) frm d Nigeria soldier who where predominantly frm d north or Hausa extract .Bcos its a popular phrase used by d Igbo civilian 2 demand 4 water,hence d Hausa used it 2 describe d igbos","igbo|ibo|ibos|igbos","nyamiri",,,,,,,,,,,,,"Ibrahim"
413,0,"I am an unapologetic igbo woman. You will not make me feel bad with your “nyamiri” and “omoibo” slurs. 
I come from a proud proud people, and I wear it on my sleeves!","igbo|ibo|ibos|igbos","nyamiri",,,,,,,,,,,,,"Ibrahim"
462,0,"RT @lindaikeji: Photos: Police raid baby Factory in Deta state, arrest six pregnant women https://t.co/xmZs5bmjmI","igbo|ibo|ibos|igbos","baby factory|baby factories",,,,,,,,,,,,,"Ibrahim"
415,0,"RT @WalkingSnickers: @Waspapping_ They'll want to divide us 
Don't fall for it.
I'm Nyamiri.(Igbo people)
You're Aboki (Hausa people)
We al…","igbo|ibo|ibos|igbos","nyamiri",,,,,,,,,,,,,"Ibrahim"
473,0,"@CHINAEZURUM @88millenial @trending_medic But i have said it n I will still say it henceforth I won't refer to my ibo brothers as nyamiri but as Baibe on my part as it ought to be, I also think nyamiri is derogatory so my ibos shud forgive not until now that I was aware that name sound demeaning","igbo|ibo|ibos|igbos","nyamiri",,,,,,,,,,,,,"Ibrahim"
82,2,"@Mustapha_twits @segalink Mr oponu afofun gbemu!!! What is the interest of buhari in the East when bokoharram, bandits, ISWAP and herdsmen continue to turn your North to dust? Why didn't he attack them? Is because they're Muslims and the Igbo people are Christians! Next time receive sense before you talk","igbo|ibo|ibos|igbos","oponu|awon aoponu",,1,,,,,,,,,,,"Ibrahim"
390,0,"The north in turn passionately &amp; vigorously hates anything that has its origin from the SE.
They'd rather vote a cow from another tribe than a Peter Obi from Igbo land.

Religiously, it is Kafir to the Nigerian Muslim to be governed by a non muslim.","igbo|ibo|ibos|igbos","kafir|kafirai",,,,,,,,,,,,,"Ibrahim"
466,0,"BABY FACTORY:52yr old woman arrested in Imo http://t.co/zXkqxb0sTs","igbo|ibo|ibos|igbos","baby factory|baby factories",,,,,,,,,,,,,"Ibrahim"
27,0,"RT @niyimakinde: Hmmm...my oyinbo friend wants to know if 'Mumu' is an Ibo, Hausa or Yoruba word.","igbo|ibo|ibos|igbos","mumu|mumus",,,,,,,,,,,,,"Ibrahim"
264,2,"@mr_sbs_ @biimarhscakes @gideon_adedapo 🤣🤣🤣🤣🤣🤣🤣🤣..... Why you delete the post.. Werey, u Don turn gay... @biimarhscakes star girl","lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders","werey|awon weyre",,,,,,,,,,1,,,"Ibrahim"
322,0,"@PenAbdull Mallam ai kar ka kulla su, daga qin Allah sai bata wallahi. They will never speak out against LGBTQ cos suna tsoron Yunwa, their pay masters will frown at it so dey r scared. To me having 2nd tots abt d issue of LGBTQ in islam is even to me like doubting Allah.","lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders","mallam|malamai",,,,,,,,,,,,,"Ibrahim"
392,1,"RT @Rx_Khaleel: Any Muslim that says Lesbianism, Being Gay and all is Halal, then he is a Kafir on that spot. Cuz that's shirk

Any Muslim…","lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders","kafir|kafirai",,,,,,,,,,,,,"Ibrahim"
381,2,"@KASUPDA_KDSG You hypocrite should not deceive yourselves. You are here claiming to live a moral life, demolishing peoples properties, meanwhile your ladies are foKing under hijab🤣, your malo boys are gays. Alhaji foKing young boys n girls. U can't deceive person lik me wey grow for north 🤣","lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders","malo|malos",,,1,,,,,,,,,,"Ibrahim"
161,2,"Una too dey shout.... Few days ago, a girl on this bird app called Uyo men ""Ashawo""

Today, na runs girls and lesbian list of names comot...so, who be our problem now??

I would say ""Uyo girls...."" But I know better https://t.co/2Jijchlo9f","lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders","ashawo|ashawos",,,,,,,,,1,,,,"Ibrahim"
225,2,"@fellowship5000 @EU_Commission @EU_Justice @VeraJourova @vonderleyen @helenadalli You're the hopeless idiot here because you are gay doesn't give you right to come under my comment to say rubbish..useless he goat carry that ur nonsense dick near me I will just cut it off from you mugu ewu hausa.","lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders","mugu",,,,,1,,,,,,,,"Ibrahim"
98,1,"@ifedayo112 @Naija_PR Uncle did I tell you am gay or attracted to women Please o I love dick okurrr Oloshi","lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders","oloshi|awon oloshi",,,,,,,,,,,,,"Ibrahim"
302,2,"RT @Sir_Ajene: ""@Shamaaani: Aboki! RT""@waptailor: True""@Desola_123: Most gay men in Nigeria are Igbo. #YouQuiz"""" #TeamFollowBack""very true!","lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders","aboki|abokai",,,,,,,,,,,,,"Ibrahim"
320,2,"Oga ku da kuke Malamai ya kamata kuke waazi yasin. The love for one another is nomore and they’re all Muslims. To the extend people are insulting others parents openly. Calling themselves gays subhannallah openly https://t.co/fzNHNbUFc1","lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders","mallam|malamai",,,,,,,,,,,,,"Ibrahim"
354,1,"""@pwetty_twetty: !!RT @MssNAWTi__: CLASSY MEN AND WOMEN SUPPORT MUFC! GAYS LESBIAN AND BI SUPPORT ARSENAL! AGBEROS SUPPORT CHELSEA :D""WHAT?","lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders","agbero|agberos|awon agbero",,,,,,,,,,,,,"Ibrahim"
340,2,"@JibrinIbrahim17 If you dance naked in a night club you are a prostitute, if you are a woman married or not and you go to a night club to watch other women dance naked, you are a lesbian &amp; prostitution inclined and or a semi prostitute! Make una come slap me. Enough of the moral decay wawaye","lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders","wawa|wawaye",,,,,,,,,1,,,,"Ibrahim"
270,0,"The man from Kano regard himself as bakane. The man from Zaria was bazazzage. The man from Katsina was bakatsine. The kingdoms were at war with each other. They were Hausas, they were Muslims, they were killing each other. The Yoruba were Ijebu, Owo, Ijesha, Akoko, Egba.","muslim|muslims|islam|islamic","owo",,1,,,,,,,,,,,"Ibrahim"
328,1,"@LawalabbasLaw @jideidris @hameed_zamani @Chamberlaaiinn @QaribullahAminu @SaharaReporters Guy kai wawa neh!! Am a Muslim and a northerner too but this hisbah people are crossing the line and are nt practicing islam the way it should be.","muslim|muslims|islam|islamic","wawa|wawaye",,,,,,,,,,,,,"Ibrahim"
384,1,"RT @KarambaMuhammad: I would trust wholeheartedly, an Igbo muslim brother or sister. 

But I will never trust a kafir even if we are born o…","muslim|muslims|islam|islamic","kafir|kafirai",,,,,,,,,,,,,"Ibrahim"
36,2,"@Fawan2425 @StarRex0 @__yellows You people do so much more for issues not even as serious as this. Remember the woman who asked them not t pray in front of her shop in the north? They beheaded her... usesless hypocrites.. God punish the lots who perpetrate evil be you christain or muslim. Anuofia","muslim|muslims|islam|islamic","anuofia|ndi anofia",,,1,,,,,,,,,,"Ibrahim"
43,2,"@ShehuSani @KingzleyCob1010 Is it actually cbn or @MBuhari, when the Fulani muslim wants to commit an atrocity in the zoological republic of nizooria they find an Igbo scapegoat 🐐, an efulefu who doesn’t know himself to be used as a monkey’s 🐒 🐾 that will be seen as the culprit. We know ur gimmicks.","muslim|muslims|islam|islamic","efulefu|ndi fulefu",,,,,,,,1,,,,,"Ibrahim"
2,2,"Why didn't you speak up when Buhari appointment all Muslim fulani to near all positions in Nigeria
Ewu! https://t.co/rRCj5pEcsZ","muslim|muslims|islam|islamic","ewu",,1,,,,,,,,,,,"Ibrahim"
358,2,"@ShamzDe90 @BankyW Some girls start menstruation from the age of 9. So an agbaya like u will squeeze his big penis into that girl's vagina because Islam says so? Devoid of sense and morality.","muslim|muslims|islam|islamic","agbaya",,1,,,,,,,,,,,"Ibrahim"
285,0,"A lot of people down south think all northerners are (aboki)  HAUSAs and MUSLIMS. A lot of northerners think all southerners are NYAMIRI (IGBOS) because they haven't crossed their regions 
NYSC is still relevant to the unity of Nigeria","muslim|muslims|islam|islamic","aboki|abokai",,,,,,,,,,,,,"Ibrahim"
309,0,"Sir Ahmadu Bello was a great grand-son of Shehu Uthman dan Fodio, the great Fulani jihadist. He got his Islamic and Arabic education as a teenager from Mallam Garba who was the Imam of Rabbah village and finished at the age of 16 top of his class. https://t.co/tKaUUnrYAr","muslim|muslims|islam|islamic","mallam|malamai",,,,,,,,,,,,,"Ibrahim"
155,0,"@AlZakariyau @Maxwelzdad @CupcakesMercy @bashow Until you denounce your religion ... You can be ashawo and be Christian... No body can unchristian you. If you have not said I denounce Allah...then you are Muslim no matter your crime. If you kill people because of your religion, you are a religious terrorist.","muslim|muslims|islam|islamic","ashawo|ashawos",,,,,,,,,,,,,"Ibrahim"
186,1,"Aturu!
You hosted the Muslim community but can't attend Southern Govs forum meeting.
Ezi bida https://t.co/ysFoO9gS5C","muslim|muslims|islam|islamic","aturu",,,,,,,,,,,,,"Ibrahim"
170,2,"@Emperorzack @iamSwaga01 @BashirAhmaad Omo ale Yoruba claiming to be northern 🤣🤣🤣","northern|northerner|northerners|arewa|almajiri","omo ale|awon omo ale",,,,,,,1,,,,,,"Ibrahim"
101,1,"RT @UnilagOlodo: ~&gt; “@datricky77: Hanged then raped to death* ""Olodo: (PICZ) Two Girls Raped And Hanged To Death In Northern India http://t…","northern|northerner|northerners|arewa|almajiri","olodo|olodos|awon olodo",,,,,,,,,,,,,"Ibrahim"
396,1,"@Waspapping_ Peter Obi killed northerners in his state, sense isn't common swears. 

That's the impression about Peter Obi in the north meanwhile Buhari is the best thing that is happening to Nigeria but ""arna"" ie non muslims are fighting his govt bcos he is trying to fix Nigeria. 
That's it!","northern|northerner|northerners|arewa|almajiri","arne|arna",,,,,,,,,,,,,"Ibrahim"
156,0,"#AbujaPoliceRaidonWomen Nigeria no get any law wey say make pesin no  wear skimpy cloth enta club go jollificate or  do ashawo.
 
But for northern state wey dem di practice Islamic Penal code, e dey illegal plus all those madams dem wey di cari under age pikin dem to do ashawo","northern|northerner|northerners|arewa|almajiri","ashawo|ashawos",,,,,,,,,,,,,"Ibrahim"
63,2,"@MobilePunch North isn't safe for northern, why then will it be safe for the Igbo?
The same people that they'll at will. Absurdity ohanaeze ndi oshi","northern|northerner|northerners|arewa|almajiri","onye oshi|ndi oshi",,,1,,,,,,,,,,"Ibrahim"
18,2,"""Hausa people no get sense. All of them na mumu"".

This is what I was told while growing up. Not by my teachers of course, but by neighbors and from gist flying around. And by Hausa people, they meant northerners. That means anything after Lokoja to the other part of the north.","northern|northerner|northerners|arewa|almajiri","mumu|mumus",,,,,1,,,,,,,,"Ibrahim"
3,2,"@MrFixNigeria It is the easterners that will loss the most in all this and even you @MrFixNigeria saying we're divided more because you candidate lost. Take this to the bank the IGBO will NEVER rule over a country called Nigeria keep the name calling going, Yoruba's are slave, Northerner's Ewu","northern|northerner|northerners|arewa|almajiri","ewu",,,1,,,,,,,,,,"Ibrahim"
238,0,"@benmurraybruce U might love what has he done for us he left we Yoruba in dilema,he has most of his life in Ogun state his factory and farm in ota yet being a president our roads are bad but he can do all northern roads","northern|northerner|northerners|arewa|almajiri","ota|awon ota",,,,,,,,,,,,,"Ibrahim"
330,2,"@adamugarba When they want something that'll benefit them, they remember that the Northern Christians are part of them and are one😂
WAWA!
Ba ku da ko mutunci a arewa. Tsinennu banza yan kaya.
He's afraid that if the youths in the North should start theirs, it'll be a bloodbath. RAGO!","northern|northerner|northerners|arewa|almajiri","wawa|wawaye",,,1,,,,,,,,,,"Ibrahim"
130,2,"@MBuhari... @MBuhari... @MBuhari  why u carry giv us candidate wey you know say Nigerians go reject? we don reject am o, oya come show us your hausa brother wey u wan put gan gan.
Yeye... northerners and their kindergarten politics. https://t.co/UkGKErVpug","northern|northerner|northerners|arewa|almajiri","yeye|awon akin yeye",,,1,,,,,,,,,,"Ibrahim"
310,1,"What happens to the gay mallam exploiting almajiri boys in minna.... 

What happened to the so called repentant boko haram who have claimed more lives than covid?

Who tf did we offend?
Everybody just motherfvcking hypocrites!!! https://t.co/9h4jAh1BuE","northern|northerner|northerners|arewa|almajiri","mallam|malamai",,,,,,,,,,,,,"Ibrahim"
229,2,"@Gwariloaded_  Dan Allah kama Hausa Music industry wa'azi, in har baza suyi yadda yarbawa suke yi ba Wallahi, to whl akwai kura, Yarbawa basa ganin dan uwansu da talent su kyale shi, yarbawa whl na mugun son nasu, amma kaga arewa @officialdeezell  ne kawai daban duk sauran mugaye","northern|northerner|northerners|arewa|almajiri","mugun",,,1,,,,,,,,,,"Ibrahim"
208,0,"@Belshagy Story story, most of you 'northern Muslims' support death sentence for blasphemy of your prophet, tell me how you are better off Bolo Haram and ISIS","northern|northerner|northerners|arewa|almajiri","bolo",,,,,,,,,,,,,"Ibrahim"
361,0,"@fkabudu and others if u make a move and sowore also make a move what is bad in it when Sahara rp said yele and others, let we'll keep calm pride don pay bills. Let's unite like Biafra and Arewa youths yele not our problem ooooh u calling him agbaya so sad.","northern|northerner|northerners|arewa|almajiri","agbaya",,,,,,,,,,,,,"Ibrahim"
235,2,"Mumuni Kabiru Omar popularly known as MKO was finally posthumously declared as one of Nigeria's President after the unfortunate incident that saw his election in 1993 upturned. The Muslim Fulani Northern Dictator did this as he has been suspected to be a tribal bigot! https://t.co/BbsMZd7kvX","northern|northerner|northerners|arewa|almajiri","mumuni",,,,,,,,,,,,,"Ibrahim"
132,2,"Which yeye restructuring u c PMB pack all northern Muslims full all the govt institutions in Nigeria n u expect claim for were e no go wok https://t.co/S4ZPPytWIc","northern|northerner|northerners|arewa|almajiri","yeye|awon akin yeye",,1,,,,,,,,,,,"Ibrahim"
231,2,"@omo_ologo_intl @belltunji @tunde_odu @USMOVIC @AsiwajuTinubu Mugun Fulani slave. If you  comfortable with your One Nigeria go and live in southern Kaduna for 3years or Zamfara you’re making mouth on Twitter. A’rindin agba 😂😁😂🤣","southern|southerner|southerners","mugun",,,,,,1,,,,,,,"Ibrahim"
4,1,"I respect all humans, but angry to anyone who thinks I am inferior (Brit, EU, UN). I can go any length to prove I am not inferior and also that I am special creature from Elohim. I am A Biafran and Biafra I am very proud to be. Stop call us Nigerians or Southern Protectorate! Ewu","southern|southerner|southerners","ewu",,,,,,,,,,,,,"Ibrahim"
210,0,"@Etz_abakar @adamugarba Look at a northerner whose people are being decimated by bolo haram here wishing SARS on southern Nigerians.
People that leave in fear of bandits and terrorists.
Your time is coming... All enablers of oppression.","southern|southerner|southerners","bolo",,,,,,,,,,,,,"Ibrahim"
372,2,"@AbubakarUsmanY8 @obyezeks @dj_switchaholic @MBuhari @NigeriaGov @HQNigerianArmy @PoliceNG By this Malo man tweet and his Co cow brained Mallams Southerners can you now believe that the ethnic card played my the Abokis was intensional to set Southerners against themselves? Fulanis pls try another card this one don enter general market. Southern youths are not idiots 🤣","southern|southerner|southerners","malo|malos",,,,,,1,,,,,,,"Ibrahim"
19,2,"@Magajibnw1 @Adeyipeter1 @MobilePunch You are an Aboki who knows the SS and the SE more than the people who are from there. Do you think we southerners especially the Igbos are as brain dead as the people from the North who are easily brainwashed by religion and propaganda? You think I don't know history? Mumu man 🤣","southern|southerner|southerners","mumu|mumus",,,1,,,,,,,,,,"Ibrahim"
102,1,"See ethnic bigot. His hatred for Northerners cannot be hidden. He has grown to hate the North that he cannot even mention Kaduna in its entirely but chooses to mention only the Southern part. Olodo! Oloshi! Buruku! Wawa! Kazami! https://t.co/acrAdAHyrx","southern|southerner|southerners","olodo|olodos|awon olodo",,,,,,,,,,,,,"Ibrahim"
258,2,"@MFaarees_ Do you want me to give u her address so u can go and drag her directly... werey omo jatijati ni e @MFaarees_ ,all of u senseless northerners flexing muscle on the southerners, don’t worry guys,u shall meet ur Waterloo come 2023.

Shabi u have started from kidnapping and killings.","southern|southerner|southerners","werey|awon weyre",,,1,,,,,,,,,,"Ibrahim"
103,2,"@mkadamu3 @GazetteNGR You got what you deserve this cool evening😂😂😂 I was able to chew my chicken bones till the end cos of your tweet replies.😂😂😂😂Come yarn rubbish again.15 century region Northern Nigeria vs (2021 vision region Southerner region of Nigeria) Olodo rabata ori eja lomonje.😂😂","southern|southerner|southerners","olodo|olodos|awon olodo",,,1,,,,,,,,,,"Ibrahim"
369,1,"Even the failed Bola Ahmed Tinubu is discussing COWS!

What happened to these Southern Politicians?
Are they under the Fulani spell?

Other countries are moving with technology/development and we are still discussing malu???","southern|southerner|southerners","malu|awon malu",,,,,,,,,,,,,"Ibrahim"
311,0,"PS: I'm a southerner. I have lived in the North and worked with Northerners. Enough to understand their problem with the stereotypical #aboki term. Which is why I chose to settle for ""Mallam"" or ""Alhaji"" or ""Hajiya"" as the case may be. 
Let's be sensitive abeg.","southern|southerner|southerners","mallam|malamai",,,,,,,,,,,,,"Ibrahim"
157,2,"It is purely IBERIBERISM for Miyetti Allah to threaten the Igbo's &amp; the southerners wit meat supplies. Igbo's are already venturing into cow rearing and ranching. Its just a matter of time, before we rebrand SUYA business too.
Anagi eji amu eyi ashawo egwu. 
Nonsense in bracket. https://t.co/tPEUvUP9NP","southern|southerner|southerners","ashawo|ashawos",,,,,,1,,,,,,,"Ibrahim"
46,2,"IPOBs are animals....

They lack tact or strategy. Watch how they will attack every voice of reason that is Igbo and call them efulefu. 

Later they will wondering why no southern tribe wants to join their cause.... https://t.co/dxRptmz62x","southern|southerner|southerners","efulefu|ndi fulefu",,,,,,,,,,,,1,"Ibrahim"
331,2,"@HuduIsah You think bcuz you've allowed the fulani's to get away with the killings they're doing in the North, the southerners will allowed that too🤔
Lmao
Bama kada hankali
Instead of you to clamour for the situation to be tackled from the root.
Su ba wawaye bane kamar ku","southern|southerner|southerners","wawa|wawaye",,,1,,,,,,,,,,"Ibrahim"
64,2,"@SaharaReporters @elrufai Mad stupid Fulani mofo! We're the South not Southern Kaduna! I pray God delivers them from you and your murderous kinsmen who you pay for killing the poor Southern Kaduna people like God is delivering us. We promise you more Sunday Igbohos and Nnamdi Kanus. Wèrè aláso! Onye oshi!","southern|southerner|southerners","onye oshi|ndi oshi",,,,,,1,,,,,,,"Ibrahim"
76,1,"@ashiruabiola2 @akomolafeolare5 @DrOlufunmilayo Now you just confirm it that you are ode 💯.....see the way he quickly come out to threaten bcuz it is southern but he is very lenien with is brothers( bandit and herdsmen) paying them ransom...I will say it again ode ode ode ode ode ode ode now oponu 30k bmc https://t.co/9JlqxPgEaj","southern|southerner|southerners","oponu|awon aoponu",,,,,,,,,,,,,"Ibrahim"
287,0,"RT @bellohamzaa: i am not hausa, but when most southerners use the word aboki or mallam, sometimes there is a derogatory undertone.","southern|southerner|southerners","aboki|abokai",,,,,,,,,,,,,"Ibrahim"
387,0,"@ciceroxandros @AishaYesufu Have heard northerners call southerners Muslims kafir. He said he can't perform solat if the imam is a southerner. Ẹ shock me","southern|southerner|southerners","kafir|kafirai",,,,,,,,,,,,,"Ibrahim"
135,2,"An accident happened 2 days ago and 5 people died. So ""Channel tv."" Came asking a Yoruba woman how many people died, the yeye woman said only 4 people died with 1 Aboki.😀😀😀😀😀. Is aboki not a human being?","women|woman|girl|girls|female|females","yeye|awon akin yeye",,,,,,,,,1,,,,"Ibrahim"
176,2,"RT @itsNamzo: Ahan!""@jkbariskee: Even in dia clitoris sef..""@itsNamzo: Lol""@Abiola__O: Omo ale ni eh""@Desola_123: 90% of Yoruba girls have …","women|woman|girl|girls|female|females","omo ale|awon omo ale",,,,,,,,,1,,,,"Ibrahim"
