index,class,text,ethnic_keyword,christian|christians,muslim|muslims|islam|islamic,northern|northerner|northerners|arewa|almajiri,southern|southerner|southerners,hausa|hausas,fulani|fulanis,yoruba|yorubas,igbo|ibo|ibos|igbos,women|woman|girl|girls|female|females,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,herdsmen|herdsman,eastern|easterner|easterners|biafra,name,,
133,3,"@daily_trust @SimonLalong @MBuhari @atiku @OfficialAPCNg @OfficialPDPNig Bastards!!! They are envious &amp; wants to cripple one of the Hausa-Fulani's surviving strong economic activity, the rearing. This, they do in collaboration with their religious leaders, traditional rulers and the political law-makers",hausa|hausas,,,,,,,,,,,,,Haaya,,
488,2,"RT @Amaka_Ekwo: @Un @nnamdikanu1 
Do you hate us that much to abandon us with Hausa/Fulani tribe?
Self-governance for Biafra.#Freedom
http:�",hausa|hausas,,,,,1,1,,,,,,,Haaya,,
372,1,"RT @magajispeaks: @Audu looks and sounds cosmopolitan. But he is a fanatic with extreme prejudice against Muslims, Hausas and Fulanis https�",hausa|hausas,,,,,,,,,,,,,Haaya,,
466,0,"Then I think u should meet d hausas""@Am_Boss1: Have u met d ebiras""@TribecaDiva: Yoruba people too Like noise tah""""",hausa|hausas,,,,,,,,,,,,,Haaya,,
108,2,"@Sadiya_farouq @nemanigeria @MBuhari Thunder will fire you, you think we are fool like you, you didn't pay N-power their stipends and you are lying that you are giving useless money. Baro bansa, ole(thief). Useless Hausa woman, go back to your room, you have failed wofully ????",hausa|hausas,,,,,1,,,,1,,,,Haaya,,
207,2,It is to hear that Yoruba are fighting Hausa people in Lagos. The Hausa's have used the Yoruba people like pigs to destroy Nigerians.,hausa|hausas,,,,,1,,,,,,,,Haaya,,
277,2,"@KemiOlunloyo Dats exactly wat u re kemi mad woman,werey,Anuofia n Ewu Hausa go get a life BITCH n leave Davido out of ur mouth b4 thunder strike u",hausa|hausas,,,,,1,,,,1,,,,Haaya,,
457,0,"ENGLISH: Arsene Wenger YORUBA: Harsene Winger IGBO: Arsenal Wenger HAUSA: Arsin Finger""",hausa|hausas,,,,,,,,,,,,,Haaya,,
478,1,"RT @HerbarsO: Yoruba Have Adeyinka Grandson
Igbo Have Nnamdi Kanu
Hausa Have Adamu Garba

Those 3 Have Mental Problem",hausa|hausas,,,,,,,,,,,,,Haaya,,
481,0,"The hausa man is my brother.
The hausa woman is my sister.
The igbo man is my brother.
The igbo woman is my sister.
The yoruba man is my brother.
The yoruba woman is my sister.

We have a common enemy:
It is the people dividing us.

Write this on your page too.
We stand together.",hausa|hausas,,,,,,,,,,,,,Haaya,,
399,3,@SympLySimi How are we starting..  I am ready to learn hausa...  I want to make the North my won priority.. because these northerners get coconut head,hausa|hausas,,,,,,,,,,,,,Haaya,,
458,0,RT @omojuwa: �@THEMITHOPE88: @omojuwa there is trouble between hausas and the yorubas. Unconfirmed sources say 13 are dead already� BIG  ...,hausa|hausas,,,,,,,,,,,,,Haaya,,
461,0,"RT @Ekene____: Nnamdi Kanu doesn't not represent or speak for Nd? Igbo.

Same way I won't expect Shekau to speak for Hausa/Fulani or Kayode�",hausa|hausas,,,,,,,,,,,,,Haaya,,
484,1,"RT @beloved9ty: God gave the three main tribes in Nigeria 3Idiots

Yoruba: Adeyinka Grandson
Igbos: Nnamdi Kanu
Hausa: Adamu Garba

Wikiped�",hausa|hausas,,,,,,,,,,,,,Haaya,,
39,1,"@scarylordjack @Dejideyforyou @AdeCorp__ @dawisu You are the bigger idiot Mr and I have nothing to prove to a glorified fool. I have always spoken out against killings of any kind, I have nothing to gain from any party coz I am neither hausa nor yoruba.Continue basking in ur foolery, I have engaged u enough",hausa|hausas,,,,,,,,,,,,,Haaya,,
456,3,RT @kemywyne: Adaobi! RT@Mayhur_Hakinz: Add a Yoruba/Igbo/Hausa name to Mourinho,hausa|hausas,,,,,,,,,,,,,Haaya,,
92,2,"RT @Amaka_Ekwo: @VP Hausa/Fulani are hunting dogs for D #British in D British Zoo #Nigeria.
#FreeNnamdiKanu #FreeBiafra @UN  https://t.co/a�",hausa|hausas,,,,,1,1,,,,,,,Haaya,,
84,1,"@FaruqAdua @firstladyship Arrant fool and bastard. Boko haram, Fulani herdsmen, bandits and ISWAP are not war mongers. They are peace keepers. Thunder fire the person wey born you because they no get sense. Gworo munching parasite",herdsmen|herdsman,,,,,,,,,,,,,Haaya,,
393,0,"@MBuhari you are quite aware that Fulani herdsmen are killing in the hundreds, yet SARS has never been tasked against them. U sent the Nigerian troops I'll equipped to defend us against boko haram ill equipped and they do so gallantly with outdated rifles.
Are we indeed baboons?",herdsmen|herdsman,,,,,,,,,,,,,Haaya,,
186,2,"@ybsaleh @PositivelyNaija @Laurestar Disgusting bunch!...why were ""Pythons or cobras"" not sent out to kill the murderous Fulani herdsmen rampaging communities...#doublestandards",herdsmen|herdsman,,,,,,1,,,,,1,,Haaya,,
158,2,"@ishakaa Be there worrying about mama IPOB, while Papa Boko Haram, Bandits, &amp; Herdsmen in Aso Rock is rolling out ransom to compensate his Fulani terrorist brothers for killing your brothers and raping your sisters.

Moron!",herdsmen|herdsman,,,,,,1,,,,,1,,Haaya,,
121,2,@Nerdivistt1 Go and ask your useless killer Fulani herdsmen parents.,herdsmen|herdsman,,,,,,1,,,,,1,,Haaya,,
29,2,"Supports list: the illitrates, lazy youths, ill informed, calamity profiteers, bigots, scums of the earth, anyone who lacks good judgement, blood lustre, hay fevered, evil lovers, PDP haters, herdsmen, sellouts, bribed, fanatics, Fulanis, kidnappers, street urchins, - Thread https://t.co/IWKnA6mROV",herdsmen|herdsman,,,,,,1,,,,,1,,Haaya,,
295,2,"RT @renoomokri: * For insulting Jesus 
* Referring to Southern women as �whores�
* Paying killer herdsmen 
* Accusing Christians of creatin�",herdsmen|herdsman,,,,,,,,,,,1,,Haaya,,
240,2,"@Nedunaija @GbengaGOLD @Nedunaija idiot, don't change the rhetoric.These are simply Igbo kidnappers.Most of your people hide under the guise of Fulani herdsmen to kidnap people for a living, and fools like you would crucify and persecute the Fulani herders for your evils. You remember Evans? Bastards!!",herdsmen|herdsman,,,,,,,,1,,,,,Haaya,,
348,0,Ahmed musa a northerner just made us proud as an educated northerner. Stop the primitive way of making herdsmen perpetual illiterates and relegated people without future. Encourage private modern ranch farms. Another Ahmed musa can emerge from them.,herdsmen|herdsman,,,,,,,,,,,,,Haaya,,
102,2,@MBuhari Chai blood sucking man just like the walking dead that what you are evil minded man baboons and dogs soaked in blood like you said cause you did not win an election may the spirit of the ones you nd your Fulani herdsmen killed cause of cows hunt you for ever ... Amin,herdsmen|herdsman,,,,,,1,,,,,1,,Haaya,,
197,2,Mehn these fulani herdsmen just misbehaving around the Country and Buhari can't even say or do shit about it...Well Fuck Buhari #Stronger,herdsmen|herdsman,,,,,,1,,,,,1,,Haaya,,
172,2,"When Fulani Herdsmen were killing people in SW, you all were blind, deaf and dumb abi? Now that we have risen and said enough is enough you all are now bringing your shovel teeth. Be like thunder want to fire una",herdsmen|herdsman,,,,,,1,,,,,1,,Haaya,,
213,0,"#BoycottCowMeat. You may not have political power or military might to defeat the Fulani herdsmen but the money in your pocket can be used to fight them. Boycott cow meat; instead; buy chicken, turkey, eggs, fish, goat &amp; even pig meat. Let's fight back with our purchase power.",herdsmen|herdsman,,,,,,,,,,,,,Haaya,,
65,2,"RT @OduduwaR: Fulani herdsmen threat to ODUDUWA REPUBLIC and BIAFRA is like cockroach threatening Chicken. 
You're dead while thinking of a�",herdsmen|herdsman,,,,,,1,,,,,1,1,Haaya,,
323,0,"In Delta Herdsmen allegedly rape woman, attack 3 men The herdsmen killed the farmer after he refused to allow their cattle graze on his farm, reports said.
Permalink: https://t.co/1b0GJnPfyH�arm-reports-said/
#news https://t.co/QccGlGTxlL",herdsmen|herdsman,,,,,,,,,,,,,Haaya,,
322,2,"Herdsmen and fulanis go about with knife ? and daggers ?

No one is stopping them

Now, they carry dogs, guns and go ahead to kidnap, rape and kill our people

Check Benin Akure Road, Benin Abuja Road and every where across the south. 

@MBuhari, Wetin we do?

#EndSARS #WeMove",herdsmen|herdsman,,,,,,1,,,,,1,,Haaya,,
392,2,"RT @MrStanleyNwabia: ""Dogs &amp; Baboons will be soaked in blood if I lose""
~We made him President

""Defend yourselves from Fulani herdsmen""
~D�",herdsmen|herdsman,,,,,,1,,,,,1,,Haaya,,
157,1,"@nairaland No be only 2 Truckloads, Na 200 Trucks of fully armed fulani Herdsmen ! Nonsense and ingredient story posted by an elefufu moron..",herdsmen|herdsman,,,,,,,,,,,,,Haaya,,
99,3,"RT @jeffphilips1: And @channelstv reported this as 21 Fulani herdsmen killed in Benue yesterday. 
The fly dog that's bent on getting lost..�",herdsmen|herdsman,,,,,,,,,,,,,Haaya,,
51,2,"Idiots like you always downplay the killings by Armed Fulani Herdsmen happening everyday in someone's state

Oloriburuku Ashawo https://t.co/d2ktOPFhEi",herdsmen|herdsman,,,,,,1,,,,,1,,Haaya,,
120,2,"@nassnigeria @NGRPresident @NigeriaNewsdesk Help me inform that Honourable Mrs to give her children and extended family to Fulani herdsmen to be killed and thereafter, i can take her serious. Useless #maggieater",herdsmen|herdsman,,,,,,1,,,,,1,,Haaya,,
381,2,"@olamide_falase I would very much like the Gov of Kaduna or President of Nigeria to use the law or address the structures that cause herdsmen, caliphate builders and sharia fanatics to attack southerners and Christians while we wait for their hearts to be transformed by the gospel we preach!",herdsmen|herdsman,,1,,,,1,,,,,1,,Haaya,,
184,3,"PDP to Abiodun: It�s disgusting to share noodles, rice to victims of herdsmen attacks

#Nigera
#PDP 
#HerdsmenAttack 
#YewaAxis
#Buhari 
#SUNDAYIGBOHO 
#Fulani 

https://t.co/kqIMQ7SiSb",herdsmen|herdsman,,,,,,,,,,,,,Haaya,,
159,2,"RT @AgorasBlog: Nigerians are suffering severe hardship,�No fuel, no water, no electricity, ...Fulani herdsmen on rampage� Morons trend #iS�",herdsmen|herdsman,,,,,,1,,,,,1,,Haaya,,
116,3,"@ChiefOjukwu useless fool say islamic terrorism, the world has to kill islam b4 islam kills the world. we know you added ojukwu to ur name to look an Igbo but u r just a pig. https://t.co/WgCgghiir4",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Haaya,,
251,2,"@EdoIpob @vanguardngrnews @MobilePunch Some Idiot's are calling Him Leader but me I'm calling  Him Animal @MaziNnamdiKanu
Because He didn't reason well
He Haved low IQ
Theodore Orji and his son stole N551bn of Abia money but Hausa Fulanis are the reason Nigeria is not like Dubai!
You're the problem of your self IGBO'S",igbo|ibo|ibos|igbos,,,,,,,,1,,,,,Haaya,,
45,2,"@OnyeomaAnyi @chikwadoca @renoomokri @BarackObama All ibos or Igbo's or heebo or E-bo are scum ,Niger delta will never b part of Biafra idiot ,mumu ,big cow .",igbo|ibo|ibos|igbos,,,,,,,,1,,,,1,Haaya,,
377,3,Lol it shouldn�t shock u my dear....a huge number of them are fanatics and see Atiku as an infidel for picking an Igbo vice...if Atiku picked a northern vice we wouldn�t be arguing  results he would win with a landslide https://t.co/IaMX7go1Fb,igbo|ibo|ibos|igbos,,,,,,,,,,,,,Haaya,,
10,2,"He is stupid na.""@Stephynnie: Lmaooo.easy on igbo gals na @Desola_123: A typical igbo Girl Cn sell hr Father's proprty 2 buy bleachin Cream.",igbo|ibo|ibos|igbos,,,,,,,,1,1,,,,Haaya,,
266,1,@GilbertHaleemah You look like this and you slut-sham Igbo girls??? https://t.co/JU5hBuZXVP,igbo|ibo|ibos|igbos,,,,,,,,,,,,,Haaya,,
27,0,"Stereotype would be the end of us
Men are scum
Women are sluts
Hausas are beggars 
Yorubas are demonic
Igbos are corrupt
How many people have you met?
Stop that nonsense jare https://t.co/5DE0aWkrz4",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Haaya,,
334,0,"RT @biafra_tv: Biafra: We Will Never Trade Biafra For ""Igbo Presidency"": IPOB Tells Okorocha And Iwuanyanwu, The Vultures In� https://t.co/�",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Haaya,,
549,3,"Igbo men will never do thiz for their female children,  all in the name of they're girls and will be getting married so no need.
Nah why land issues remain the utmost priority after a man dies having only female children. God no go shame us.
#femiotodela
#FerrariPortofino 
#Cuppy https://t.co/OIS0TOJIuM",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Haaya,,
390,3,RT @Amaka_Ekwo: AREWA YOUTH TO UN - ARREST US AND HAVE THE BLOOD OF BABOONS (IGBOS) FLOW ON THE STREETS OF NORTHERN NIGERIA https://t.co/nk�,igbo|ibo|ibos|igbos,,,,,,,,,,,,,Haaya,,
547,0,"RT @IgboHistoFacts: Igbo men are Handsome
Igbo women are Beautiful
Igbo people are Industrious
Igbo people are Pacesetters
Igbo people are�",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Haaya,,
81,0,"@Waspapping_ As far as I am concerned, an Igbo man/woman being the president can never be the end of me and my people; we don't rely on any other region to survive neither are we a parasite.

If someone from the East becomes president and decides to piece the country; no problem!",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Haaya,,
252,0,"@General_Oluchi Simple... you can't prove a book is saying fact by reading from the book. , To prove that biology text books is saying fact, we can see the plants and animals doing the things the books said. Besides we don't have Igbo, hausa or Yoruba names in those books.",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Haaya,,
46,2,"@Olohunxe @olasekoni igbo's dont need yoruba idiots as companion, you morons were silent when over 5million igbo women and children were massacred in 1967-1970, such cant happen to igbo's again
but it is coming to yoruba soon and we will also watch in silence",igbo|ibo|ibos|igbos,,,,,,,1,,,,,,Haaya,,
360,3,"@ayoalabi99 @amcyril @OgbeniTJ A bum onye ibo, sugbon m'o gbo Yoruba daradara",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Haaya,,
294,2,@BForBoy8 @Wahrheitnur @AfamDeluxo @kingsleynovich @UchePOkoye @chosensomto @Ifechideere His is a bastard son from a Yoruba whore and an obi in Igbo land.,igbo|ibo|ibos|igbos,,,,,,,1,,1,,,,Haaya,,
196,0,"@Godknowskings @Intergrity56 Easterners are excellent and wonderful entrepreneurs. They can turn a shit hole into a goldmine and they have cojones. However, they need to see themselves as part of a group. They need to play the right politics to get to power. They should stop this Igbo vs Nigeria stuffs",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Haaya,,
551,0,"RT @NkirukaNistoran: KILLINGS &amp; ABUSES OF IGBO,#BIAFRA HAS ALREADY STARTED,TIME TO TAKE ACTION CONDUCT #BiafraReferendum @SenateFloor 
http�",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Haaya,,
552,0,"RT @voopinmag: DEAR IGBOS, those who send you to the streets in the name of Biafra live in mansions, and their children are abroad. Be Wise!",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Haaya,,
346,0,"Singer, Chike Apologizes To The Igbos, For Calling Them Primitive Thinkers

""Chike"" ""Jack Ma"" #schoolsreopening ""iPhone 12"" ""Rema"" ""Fulani"" #ForOBO ""Pele"" #cyril #bobrisky ""Mango"" ""Lai Mohammed""
https://t.co/1WzFjrCWNi",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Haaya,,
238,3,"@Achilless247 @Saatah No. U're d biggest fool. Can't force a region 2 join another, dat is wat put us in this mess called Nigeria. If IPOB wants South south aka Niger Delta 2 join them as a nation then invite stake holders 4 negotiation. U can't forcefully claim us. Won't go 4rm Fulani 2 Igbo masters https://t.co/WVEDjiwJWx",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Haaya,,
224,2,"RT @Amaka_Ekwo: Biafra : No Election In Anambra, Igbo Leaders Are Liars � IPOB Insists, Reveals What Nnamdi Kanu Discussed With... https://�",igbo|ibo|ibos|igbos,,,,,,,,1,,,,,Haaya,,
269,2,"RT @Darkskin: If a girl bangs 10 guys in a year, she's a slut. If a guy does it, he's gay, definitely gay.",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,,,,,,,,,1,1,,,Haaya,,
83,0,"@thesymphonicape @Israel__lee I'm guessing woke to u is only when there's gay characters and women empowerment.
Cos u must have watched a different Parasite.",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,,,,,,,,,,,,,Haaya,,
64,2,"@Scilla_xx @__ehis__ Both* can fuck you up. Even women are abusive.  I read a research that even stated that women abuse men alot more, and then people want to use it as a reason to be gay. If men sleep with men n women sleep with women. We would have more cockroaches than humans",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,,,,,,,,,1,1,,,Haaya,,
402,2,"I don�t like to waste my tweets on empty coconut head Buhari supporters.. the president breaks the law he is suppose to protect &amp; you are here sampling your smelling gay ass in support of his action

Wait until one herdsman stick garri-turner in that stupid ass of yours. Cow ?? https://t.co/j0YjgStb1C",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,,,,,,,,,,1,,,Haaya,,
28,0,"@kayceeleecooper @TheNeversonn @SimpleMacSmith So apt! Couldn't have said it better. Just read a story of lesbians abusing each other. They are women. They dont come out saying women are scum or rapist! Guys abuse other guys. Friends manipulate each other. Human is human. Some good, some bad. People need to understand this!",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,,,,,,,,,,,,,Haaya,,
268,2,"RT @TedOfficialPage: If a girl bangs 10 guys in a year, she's a slut. But if a guy does it...he's gay. Definately gay",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,,,,,,,,,,,,,Haaya,,
270,2,"If a girl sleeps with 10guys, she�s labeled a slut, well I put it to you that if a guy does the same, he is Gay, def Gay.",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,,,,,,,,,1,1,,,Haaya,,
183,2,"Latest News: Transgender women given access to Hampstead Heath ponds
A campaigner says the policy to allow transgender women to use a women-only pond is ""absolutely disgusting"".
https://t.co/mIUigo6Ak4
2019-05-23 13:41:29Z",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,,,,,,,,,,1,,,Haaya,,
14,1,"RT @thecjpearson: Identity politics is stupid. We don�t need more females, blacks, or gays elected. 

We need more principled, God-fearing�",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,,,,,,,,,,,,,Haaya,,
347,0,"RT @mdmckechnie: If Romney wins, Europe will be unhappy, as his social attitudes re: women/gays are seen as primitive, &amp; he insulted ...",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,,,,,,,,,,,,,Haaya,,
431,3,"There are Muslims in the South, there are Muslims in Edo state, those ones aren't violent. Why is it only Muslims in Northern Nigeria that are violent, why?",muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
384,3,"@ForeignTips @omojuwa ''Monkeys and Baboons, Muslims vote Muslim Christian's vote Christian'' by Buhari",muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
430,3,"RT @TheOblongata: ?1: Agree. Low hanging fruit, YES, a vicious cycle, yes, but IMO &amp; to the extent that �Arewa men� = �northern muslim men��",muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
429,3,"RT @ChifeDr: This is very very wrong!!!
Until there is an Islamic Republic of Northern Nigeria we must all maintain fidelity to the Nigeria�",muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
303,3,Islamic cleric In Police Net For Raping 16-Year-Old Girl In�Osun https://t.co/PMDbHqynml https://t.co/GtmDLaycWs,muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
175,2,Just lost my appetite...... How cruelsome can hausa muslims get????? God this is really disgusting,muslim|muslims|islam|islamic,,1,,,1,,,,,,,,Haaya,,
56,2,"@Hailfinger1 @OfficialPDPNig @MBuhari @Twitter @USinNigeria @EUinNigeria @emmaikumeh @IjeOsamor @realFFK @renoomokri @NGRWailers @Maybeks @Democracy2dayy ""Understatement referencing them as 'Unknown_Gunmen'_these are Islamic Vermes of Sahel_welcomed by Janjaweed Islamic Northerners of Nigeria. 

South Sudan, Guinea-Conakry &amp; Burkina Faso know better. 

They're Islamic Sahel Fulanis; Cockroaches tranversing West_coast of Africa""? https://t.co/QHaXMT7zrr",muslim|muslims|islam|islamic,,1,,,,1,,,,,,,Haaya,,
174,0,Muslim Woman Says She Was Told To 'Take That Disgusting Piece Of Cloth Off Her Head'... https://t.co/npxdO2ec7f by #Eloka51 via @c0nvey,muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
203,3,"Muslim ar d cause,dey jst born like pigs""@Dis_is_castro: u guyz ar d cause of naija's problem ""@iSucre7: Christians are even wors",muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
274,3,"You white modafucker, you sit in Toronto and see what your bitch mother is tweeting. Shege banza, Fulani Muslims uwarka.. Wawa shegen banza.. https://t.co/xh5UfWE7WK",muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
126,0,"@ekometa @AsiwajuTinubu ""M.K.O. ABIOLA colossal billionaire Muslim,100%Yor�b� inside-out, spends weekends in birthplace, changed lives of thousands Won June 12, tragically MURDERED by Islamic Northern military boys in AWE of probity in connivance with some Yor�b�s BASTARDS.

WHO the FUCK is Tinubu ?.""? https://t.co/LPdu35dDre",muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
428,0,@AsiyaRodrigo The 'Northern Muslim(s)' are making progress! Yay!!!,muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
385,2,The Baboons &amp, Monkeys..Sorry we Biafrans are Christians &amp, we have nothing in common with this Evil  Jihadist Islamic Nigeria who know nothing but 2 KILL KILL KILL..Blood Suckers. https://t.co/rXfc5Hnzew,muslim|muslims|islam|islamic,,1,,,,,,,,,,,Haaya
188,2,"@loudmind94 That�s how I was reading this Islamic book on marriage shit Yh 
I was feeling the author till the author said �we women are selfish why can�t we let men marry more than one wife beside there a lot of women than men in world �
I�m like bitch bye??
I cantttttttttttt",muslim|muslims|islam|islamic,,1,,,,,,,,,,,Haaya,,
124,2,@Laurestar U are a numskull not to know that d comparison for this is to tell ur President to go to a Church to pray. May is a Christian who went to a mosque. Let ur Muslim President go to pray in a Church. Bastard! Which Muslim have u seen calling d Ulama Council stupid names?,muslim|muslims|islam|islamic,,1,,,,,,,,,,,Haaya,,
259,0,"RT @Musa__Kalarawi: Accusing a pious woman of immoral acts is one of the 7 deadly sins in Islam. Calling her ""hoe"" ""slut"" ""slag"" etc will b�",muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
383,2,"https://t.co/LNdQpuhUo4 BIAFRA: Biafrans shot dead and thrown inside river, islamic army of Nigeria call them Biafra baboons",muslim|muslims|islam|islamic,,1,,,,,,,,,,,Haaya,,
362,3,"Islamic fanatic preacher,Sheikh Gumi is now spokesperson for Bandits and Boko Haram and the dumb and unintelligent DSS folds their hands doing nothing to arrest him or caution him.If Sheikh Gumi were from southern part of Nigeria the stupid and  dumb DSS would have invited him.",muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
67,0,"@ClementEssien6 @BashirElRufai And since when a Hausa Muslim from Kano in Northern Nigeria start becoming a Human? So he is no more almajiri, parasite, wasted sperm, cow, terrorist?",muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
330,2,@Amaka_Ekwo And yet the living chickens refuse to understand the signs of Islam and the FG sponsored Fulanization of their faith by force.  God brought @MaziNnamdiKanu and he will complete the job of Separating Biafra from the claws of Northern Devils &amp, Vultures looking for carcasses!,muslim|muslims|islam|islamic,1,,1,,,1,,,,,,,Haaya,
422,0,RT @jummaiiu: The way some southern Nigerians view northern Nigerians &amp, Islam is the same way colonialists viewed Africans� barbaric. Among�,muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,
273,1,@Godwill63596959 @Bulamacartoons Oh u thought I�m Muslim wrong u I�m not bitch I�m Christian so I guess s our religions dt s d terrorise mumu mamas pet staying under parent saying rubbish on here. Poor goat,muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
426,0,"RT @_MzJayde: I love Yorubas; they practice all religion ??. One can be a Muslim, attend church programmes, still do masquerade carnival.
T�",muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
87,0,Female student barks like a dog after spiritual cleansing by a Muslim cleric - https://t.co/TdXqMs3q5T,muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
423,0,Vote NO for this new law to ban Muslim Women Hijab in UK to protect Muslims Rights and send it now today to all Muslims in the World:-,muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
352,3,"2 seconds everywhere burst because Rahama Sadau show her back 
 Dangote is seen practising ""zina"" with non- muslim women and his bum bum be gracing this streets 

Sharia na for only women, child marriage and poor people
Arewa twitter https://t.co/71NIdT7deU",muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
432,0,RT @EmekaGift: #Africa #America #Biafra Saudi Confirms Nigeria�s Membership of Islamic Coalition https://t.co/copHaw62d3 https://t.co/qaFr9�,muslim|muslims|islam|islamic,,,,,,,,,,,,,Haaya,,
285,2,"@renoomokri @THISDAYLIVE @elrufai @GovKaduna Why are you making so much noise about this.... I hate to say this but it's a northern thinking that any lady outside the hausa Fulani heritage are whores, especially the educated funny enough",northern|northerner|northerners|arewa|almajiri,,,1,,,,,,,,,,Haaya,,
447,0,"My father told me about the Kano riot of 1953, it broke out in the ancient city of Kano, in May 1953. It was a clash between Northerners who were opposed to Nigeria's Independence and Southerners made up of mainly the Yorubas and the Igbos who were for independence. No b today na https://t.co/QCteX9mk0L",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
446,0,"UPDATE: 10 people killed, 70 sustained gunshots injuries &amp; over 30 Northerners declared missing in a deadly attack on Sasa Market in Akinyele LGA of Oyo State. Over 6,000 Northerners mostly Hausas now refugee at the residence of Sarkin Sasa, Haruna Maiyasi https://t.co/1bTqk6vXAd",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
436,0,These ones says the igbo�s are jealous of the northerners. ?????? https://t.co/AwRL7sgtWB,northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
367,2,"43 farmers slaughtered &amp; the northern governors are not running around for security meetings.

They are concerned with caging their women, being a religious fanatic &amp; social media control. 

Daris God oooooo",northern|northerner|northerners|arewa|almajiri,,1,1,,,,,,,,,,Haaya,,
433,0,"NPFL: Crunchy Southern, Northern Derbies as League enters Week 3 - https://t.co/3gjX9fMe2o via @247_news",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
144,2,"RT @Sv1iM: Kano is part of northern Nigeria, that has a lots of intellectual personalities, that those morons igbos people be shamelessly a�",northern|northerner|northerners|arewa|almajiri,,,,,,,,1,,,,,Haaya,,
364,3,"@mujasa14 @somiscellany @Ay_bkini So the consequences is to kill, right?

I think something is wrong with some Muslim, especially the northerners because I've many Muslims friends that are not fanatics like this cockroach brain here... Let's see where your over religious will lead you to...",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
439,0,"RT @AM_Saleeem: I Know This Won't Get Your Attention.

Y'all should meet Aisha Suleiman, a Northern Nigerian female polo player. One of the�",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
448,0,"@rantilagos @abdulhakeem__s @Adabiaf01939309 So you guys now know where each belong ??
Hausa Calling igbo biafra and igbo calling hausa Arewa
This is a good sign",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
437,0,"Turbaning ceremony as Sarkin Matasan Hausa,(King of the Youths in Northern Nigeria and all Hausa speaking countries across the globe- https://t.co/Eb6j9TduyE https://t.co/IAwj6gRVwB",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
