index,class,text,ethnic_keyword,name,class_luis
34,1,"@instablog9ja @DiceyPrince_ Stupid.
They'll be legit when dey cut themselves off for d fornication, adultery, paedophilia, scams and other things committed under their umbrella.
Dey only draw d line when it comes to gays, stupidity.
African religious fanatics always be doing d most.",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,1
1195,0,"RT @Josh__IK: if una like turn this thing to SegaFc vs LGBT United, I am fighting for my freedom. The bullet didn't ask Jimoh if he was in…",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,0
727,2,"@richardbranson  Whiteman brought us the Bible, now he is too civilized for it with 'gay rights'. Rather be primitive than decadent.",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,2
516,2,"@akaworldwide AKA.... You are a fool and a gay artist, we will get you and roast you like a bush meat, henceforth stay clear from Nigeria today,

Useless artist that doesn't have a hit song since 5yrs.",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,2
109,1,"@ifetex1 @ChiomaMyrrh @Monday59095024 @BorisMoro3 @EjikeFriday4 @aishambuhari See the idiot calling someone Zombie😂😂😂If you were gay,your partner wouldn't need your anus,your nose alone will fit his whole penis no matter how big it is. Oloshi https://t.co/Yn8cbW8Pb9",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,2
589,0,RT @KingAmateurPorn: Lesbian action always hot! #lesbian #slut #whore #amateur #homemade https://t.co/AmBou5066B,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,2
615,2,“She was in Nigeria for a Year “ Find something else to talk about !! You niggas talk more than bitches it’s giving GAY🤣! Men don’t do that,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,3
1205,3,And this is what people are supposed to treat with kids glove. These are the people who should be given space to share their opinion without any push back. Someone that thinks advocating for the rights of trans people is dividing the LGBT community. Really? Which LGBT community?,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,0
105,2,@kusssman How the hell is raping people ffs is a mistake. Above all gay😞 As in Gay😟... Wtf 😢 someone they should have beaten to stupor. The idiot even said he sucked the prick by mistake. 😒😒,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,3
1198,2,"RT @I_pissVodka: I keep seeing 'im in love with me' 'I do me' 'I date me' 'I am my Boo'
This gay in the making...HomoSelfie or HomoSelfish …",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,2
758,0,Nigerian transgender Noni Salma Flaunts her bum in new photos https://t.co/ZCeKbtKyu8 #EnekemDotCom,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,3
201,0,RT @DahgMahn: What does a dog-riding elf a lesbian-barbarian and a shapeshifting princess have in common? Vanx Malic! https://t.co/s6I6kaCl…,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,0
305,2,"@acesadam4 @SecPompeo But it's obvious u can embrace LGBTQ.
sick moron",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,1
280,2,@slamBrizzy *haaa broke Ass bastard filthy shitty bum hole... Gay swine go fuck a whale mustard.... Smelly rusty teeth,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,2
1192,0,"Days After Meeting With Caityln Jenner, Nigerian Gay Rights Activist, Bisi Alimi Unveils As Ms Posh
https://t.co/moTVVLv0Ry

#PowerToProsper",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,0
1221,0,RT @CarmineSabia: Kevin Hart said as a straight man he would not want his son to be gay and if his son played with a dollhouse he would bre…,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,2
725,2,"@Horusosiris1 @dunsinnn @EzraelAni While arguing with u I've been trading crypto but you've been here the whole day talking about ur gay ass and how your mother wants to become a trans 
Can you kindly send me your moms picture I want to see what kind of animal give birth to this kind of Primitive Bamboo (you)",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,2
692,3,@MailOnline So we now have gay vultures?,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,2
1226,0,"RT @TheEllenShow: Tomorrow, the country of #Brunei will start stoning gay people to death. We need to do something now. Please boycott thes…",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,0
588,1,@kennytrip2 He's gay. A gay slut.,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,2
774,2,@TVCconnect  The proponent of indecent dressing is either a gay or a religious fanatic or both. #TVCYOURVIEW,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,2
433,0,"@Only1_kollyking Two virgin cows, Five lesbian pig and three bald housefly
They will be really glad....",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,2
333,0,"Debi Mazar Sounds Off On Her Lesbian ‘Younger’ Role, ‘Dumb’ Dolce &amp; Gabbana Remark http://t.co/Ku8B2CnwlK",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,0
834,1,@Rittygalaxzy @instablog9ja Coconut head. Nobody asked you about lesbians,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,1
135,1,"@logobwoy1 @iam_suphy @Mrbankstips @GeeSamLee1 @GracefullyMadeI be like shey Cockroach dey your head.... If you don't know how bet shop dey roll things.....""transfer koh transgender ni""",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,3
198,0,I tink my neighbour's dogs r gay....,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,3
1190,3,RT @Prodigy2639: WHEN YOUR SON HAS GAY TENDENCIES LOL! http://t.co/6ROULdcbwd,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,2
107,2,"""@sexyslimlabby: Fag""@beamcutie88: ""@Questionnier: Which annoys u most. Lesbians or Fags ? #QnA""both""""lol idiot geh",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,2
304,2,"@DailyPostNGR Asked by a man who is supposed to be tending to the failure of his parental responsibilities. Right in your life, your child became a gay and that doesn't bother u? Moron!",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,2
517,1,"RT @omoyemmie: FOOL""@iConMi: Mumu boy. ""@iz_MorGan: Ode oshi!! ""@iziksway: Gay 100 %""@franklinto: Gay or Nah?.  http://t.co/CFaowBYiwq""""""""",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,3
563,1,@Apeiron123 @rosiearc @AntoGriezmann Lmao imagine if animals turn gay no meat and if everyone turns guy we won’t have to worry bout climate change do we? 😂😂😂 cut your duck and turn a priest if you don’t know what to do wit it,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,2
406,1,"Imagine someone that made an Lgbtq advocative film was threatened;!!

And you people say no one gives a shit

Werey Dey Disguise #QueerNigerianlivesmatter",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,0
1213,0,@Westside__god He's gay too🌚,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Luis,0
922,0,"Say: ""In the Bounty of Allah, and in His Mercy (i.e. Islam and the Quran); -therein let them http://t.co/ZgDDEMV 10:58 #Quran",muslim|muslims|islam|islamic,Luis,0
890,0,"RT @kayodebakre8: Prophet Muhammad.
In the early days of Islam, he visited Taif to preach Islam. He was stoned and insulted. He ran away wi…",muslim|muslims|islam|islamic,Luis,0
901,0,"RT @__usyy: - The best house among the Muslims is the one which contains an orphan who is well treated, and the worst house among the Musli…",muslim|muslims|islam|islamic,Luis,0
538,1,@Donkalusky @NGRPresident You are the most useless filth animal have even seen writing like this for calling Prophet of Islam homo. Eranko lasan lasan,muslim|muslims|islam|islamic,Luis,1
707,0,"@tigress_jnr @i_elkay @aisosaigiebor @A_Salkida @Darkl1ght3r Listen, In words N opposite
Bikini/=puting on dress
That lady cover ups= nakedness,  if u understand ul probably stop comparison off point, that lady is like a mask masquerade making islam look primitive.",muslim|muslims|islam|islamic,Luis,0
376,1,@Queenofor Who do you want to deceive with this shit. Go form your own Islamic State of Sharia. Nonsense.,muslim|muslims|islam|islamic,Luis,0
416,0,Rihanna Calls President Trump An “Immoral Pig” As She Blasts Him Over “Muslim Ban” https://t.co/xMH6AYeNpg https://t.co/AGht9bKU9B,muslim|muslims|islam|islamic,Luis,0
144,2,"@ng_react @thecableng Now I can understand where ur passion lies, to have a country fashioned in ur Islamic fundamentalists styles
Well the north is a parasite so I'm not surprised, u talked about taxes, taxes that come from Nig Brewery, Guinness PLC &amp; co...? Hypocrites is ur second name.",muslim|muslims|islam|islamic,Luis,X
343,2,RT @tasldn: Some of you Muslims are THE most judgemental people ever. You say the most disgusting things to your fellow brothers and sister…,muslim|muslims|islam|islamic,Luis,2
898,0,"RT @DailyHadiths: The Prophet said: ""A muslim does not regularly attend the mosques to perform prayer and remember Allah, but Allah feels h…",muslim|muslims|islam|islamic,Luis,0
489,1,RT @olufelar: If Ʊ r a muslim and Ʊ won't fast Ʊ r a fool,muslim|muslims|islam|islamic,Luis,0
706,0,"RT @ubmuiu: Islam isn't at a primitive stage, it's actually going through its most important stage in its history. World is in desperate ...",muslim|muslims|islam|islamic,Luis,0
812,1,"@instablog9ja Believing in Jesus is one of the articles of faith of islam,the coconut head boy is just overtly expressing the Creed.",muslim|muslims|islam|islamic,Luis,1
75,1,"@Christinehodge2 the more muslims we have condemning barbarism,  the more these idiots get to know the world is against them.",muslim|muslims|islam|islamic,Luis,1
644,0,"We condemn every actions and in actions of rape against anyone and moreso our own. It is very important that every Muslim community and platforms educate and inform both genders how horrible sexual assault and rape is.
#JusticeForBarakat #Wearetired",muslim|muslims|islam|islamic,Luis,0
888,0,"RT @CraigCons: Look at what we have here. Islam standing for peace, tolerance &amp; love. This verse gives Islamophobes real headaches. https:/…",muslim|muslims|islam|islamic,Luis,0
210,2,This bastardise Islamic scholars acting like they're the most intelligent people on Earth. Whipping people's kids for fun because they can't recite pages from a useless &amp; meaningless book written some thousands of years ago.,muslim|muslims|islam|islamic,Luis,2
247,1,"Muslims Preachers have taken the lead! 

""Get your pVC and through this Administration full of bastards..."" 

WHAT IS THE NAME OF THIS MALAM? https://t.co/AK1n947QsX",muslim|muslims|islam|islamic,Luis,1
441,1,"You are a liar @realFFK you left the party @APCNigeria because of your dirty deal, Muslim/Muslim ticket issue has not come up then.",muslim|muslims|islam|islamic,Luis,1
311,0,"@Issaomotosho @theprincelyx OK. My reply was to the tweet that's asking for shrine.

The first tweet said malls may have prayer space for Muslims like a mall in Ilorin. What's  the problem with that? Or why is it dumb?",muslim|muslims|islam|islamic,Luis,0
290,1,@chirkutlal @positivebeam @olumide_habeeb @Me_InSoLiTuDe @Imamofpeace @DrAmbardar 😂😂😂 who are these terrorist killing only non-Muslims ? And you’re a moron if you can’t list at least 3-5 out of those terrorist you shouting,muslim|muslims|islam|islamic,Luis,0
785,0,"@Egi_nupe_ If you have not been to a place, you won't understand them. My stay in the North changed a lot of things I think about the North. 2011 when Buhari's Baboon and dog statement led to the death of some corp members in Bauchi, I found favour in the hands of a Muslim &amp; am alive today.",muslim|muslims|islam|islamic,Luis,1
534,0,"RT @DailyHadith: ""A Muslim who plants a tree or sows a field from which man, birds, and animals can eat, is ... http://t.co/rE3tbBgT",muslim|muslims|islam|islamic,Luis,0
442,1,You ar the biggest Liar... All your comments are baseless and couses of Chaos to our beloved nation.... It is clearly clear that those guys are fighting for their selfish interests not for Muslims and 99% BH victims ar Muslims but u like to creat hatred among us https://t.co/rAeHU4mKlS,muslim|muslims|islam|islamic,Luis,1
484,1,"@Peace42777048 @AishaYesufu Stupid fool..
When yu sleep at night
what goes thru ur mind?

Is dat wat Islam taught yu to do in a situation like dis",muslim|muslims|islam|islamic,Luis,1
938,0,RT @Waspapping_: Arewa twitter will never be the same without Dadiyata. It misses him so bad. You could see that with every passing day. It…,northern|northerner|northerners|arewa|almajiri,Luis,0
645,0,"RT @thisisdan79: Northern monarchs and governors come out and complain about protests, social media bill but they stay silent on , rape. Ki…",northern|northerner|northerners|arewa|almajiri,Luis,0
540,2,"Are you serious @MBuhari , is that all? 
“Nigerians should go about their normal businesses” so that you northern animals will kill them? @channelstv #PrayForNigeria #NIGERIAPREVAIL #Buhariisdead #BuhariResignNow #EndSARS #EndBadGovernanceinNIGERIA https://t.co/jAHoZFmtmg",northern|northerner|northerners|arewa|almajiri,Luis,2
492,1,@SaharaReporters What does Maina have on these fools and why is he enjoying all this? Northern privilege?,northern|northerner|northerners|arewa|almajiri,Luis,0
929,0,"RT @oldcovenant: The summary of our problem that no one is ready to talk about.

#IPOB #ozoemena #BiafraHeroesDay2021 Ahmed Gulak Arewa Twi…",northern|northerner|northerners|arewa|almajiri,Luis,0
51,2,@AdamsGarba4u @JaafarSJaafar You northern Scums,northern|northerner|northerners|arewa|almajiri,Luis,2
708,0,"@DarkestGhost Gaskiya he’s more diplomatic in this conversation!! And also little bit primitive, he wanted to questioned ur income and how u can easily afford it. (We’ve this especially in Arewa) dat ppl lyk dat r into ‘harka’ basu tunanin kina da wata biznez!",northern|northerner|northerners|arewa|almajiri,Luis,1
942,2,RT @Omotolxni: @khadijat_ibrahi My hate for northern people are growing day by day,northern|northerner|northerners|arewa|almajiri,Luis,2
345,0,"Y’all want Arewa people’s support? Just stop with the insults and disgusting comments. Calling them dumb and all sort of names is not cool, educate them instead.",northern|northerner|northerners|arewa|almajiri,Luis,0
927,0,RT @MalachyOdo1: Northern Governors meet almost every month and come out with resolutions we sometimes detest but Nigeria usually moves on…,northern|northerner|northerners|arewa|almajiri,Luis,0
494,0,@renoomokri Northern politicians know what they are doing. They can't fool us any more,northern|northerner|northerners|arewa|almajiri,Luis,0
214,2,"@channelstv Upon all the money wey una dey pack go northern states, sense una no still get, cleanliness and personal hygiene na still zero. Una go still carry una garbage from North come Lagos come dey pollute the atmosphere here. From okoko to Volks now dey smell of useless shit",northern|northerner|northerners|arewa|almajiri,Luis,3
928,3,Arewa top news: An kama masu shirin kai wa musulmai hari a Amurka https://t.co/4EDQ4Y814H,northern|northerner|northerners|arewa|almajiri,Luis,3
952,0,RT @Binanii: I love how the Nigerian northern style is drifting into comfort-wear. The boubous and the Kaftans. I stopped wearing fitted cl…,northern|northerner|northerners|arewa|almajiri,Luis,0
443,3,"Iffa tell you say I no dey bewildered and bemused at this Northern Culture, I be liar! 
Na this Sharia law application even in a Federal setting been won make me challenge Camp Commandant director for Kastina Orientation Camp!
Abeg the divide between us and this people much! https://t.co/dwxhbCJziW",northern|northerner|northerners|arewa|almajiri,Luis,0
168,0,"A boy and his dog 😀😀 

Northern | Buhari | Barcelona | Abuja | Messi | Argentina https://t.co/Sbrkh8njkZ",northern|northerner|northerners|arewa|almajiri,Luis,0
740,0,"The a$$ behind the handle 😊.
This was what Timaya meant when he sang 'Bum Bum'.
*
*
#backtoschool #DojaCat #Arewa #arewatwitterconnect #arewatotheworld Suarez Amy Cooper Karen African American.

I follow back. https://t.co/Xn5t9BZvUt",northern|northerner|northerners|arewa|almajiri,Luis,0
818,2,"@n6oflife6 I often wonder what source they do get their information from, My mom told me polio did those Arewa peppa dirty back in the days until the vaccine came around. Them get coconut head for that place",northern|northerner|northerners|arewa|almajiri,Luis,3
959,0,@maniac8989 Northerners you say?? So Everyone from the north is the same??? Some of you really need to go back and re-evaluate/re-educate yourselves.,northern|northerner|northerners|arewa|almajiri,Luis,0
10,1,"@barbatuneday @toluogunlesi @rukaino @MBuhari @atiku You are very stupid for saying this rubbish, at least the Northerners have conscience to sell, you have none, can't people make their own choice without you casting aspersions on them or must their choice agree with yours ? Oponu akin dani dani, alai ni lakaye. obo lagido.",northern|northerner|northerners|arewa|almajiri,Luis,1
380,1,"Ha so much shit going on in this nation dey say the northerners are planning an invasion dey say Buhari been dead this is Jubril #SARS on the street still going for the kill
Who the fuck came up with this social media bill?
Politicians still looting us with no chill.. #ENDSARS https://t.co/TTtnbhxx3N",northern|northerner|northerners|arewa|almajiri,Luis,0
50,3,"Them don air this babe, she go join ""Men are scum gang very fast""

#valentinesday2021 #sundayvibes #ValentinesDay #valentines Martinez Messi President #mrmacaroni Arewa #Rihanna Usman Naomi Oyo State #NeoInSisterRose #EndSARS #Lekkitollgate Miyetti Allah https://t.co/KQbZGvQEKz",northern|northerner|northerners|arewa|almajiri,Luis,0
954,3,@SAMKLEF Samklef die now federal government will pay N4.75 to Northern food dealer😨😨 https://t.co/hEdjqRjFEQ,northern|northerner|northerners|arewa|almajiri,Luis,0
947,0,"RT @Jesilchimeziri: Not or you're from Arewa
Family ain't rich yet
Never been in a sports car
Came from the struggle
But if you believe tha…",northern|northerner|northerners|arewa|almajiri,Luis,0
988,0,#SoutherN HospitalitY :),southern|southerner|southerners,Luis,0
982,0,"RT @SKefason: Wow!
Well done @BoyCalledMun, your lyrics are mind-blowing revealing the reality we face as a people in Southern Kaduna.
#Sou…",southern|southerner|southerners,Luis,0
742,2,"@cchukudebelu Because Southerners are senseless, and they know that, that's the reason, nonsense bum",southern|southerner|southerners,Luis,2
385,1,@mosmail008 @IkumapayiJ @Abuchikag @dawisu You don't know shit...you're just a buhari sympathizer who knows nothing about the state of this nation...ohh I forgot you don't care about the nation but about buhari and his image...if this president was a southerner I can rightly guess the opinions you'll have.,southern|southerner|southerners,Luis,1
970,0,"RT @9jaInformant: If you're a southerner in the north;

Service your car and fill the tank

Keep like ₦20k - ₦100k cash at hand.

Have a sm…",southern|southerner|southerners,Luis,3
790,0,A lot of southerners in the north are returning home for fear of dogs and baboons that will be soaked in blood as Buhari promised@2015.,southern|southerner|southerners,Luis,3
979,0,And another southerner is sacked/replaced by a southerner from Kaltugo of the North as AMCON chair. All all another coincidence,southern|southerner|southerners,Luis,0
82,0,Pangolins seen in bushmeat &amp; trade surveys: hunters in southern Nigeria call them 'idiots' as they are easily caught https://t.co/owxMBOGOLc,southern|southerner|southerners,Luis,0
151,3,"@SaharaReporters Shame on southern slaves who give these bastards the guts to keep on doing reaping from where they did not sow. It's time we leave these parasites and face the enemies among us. Their ignorance, selfishness and greed are threats to the survival of the south.",southern|southerner|southerners,Luis,3
597,0,Duterte Wants US Special Forces Out Of Southern Philippines Days After He Called Obama A 'Son Of A Bitch': Ph... https://t.co/2V6jejlmPB,southern|southerner|southerners,Luis,0
678,2,"RT @Seyi__: The replacement is Osinbajo. So he is a vulture? Lmfaoooooo again, you southern idiots dont know these guys dont rate you. http…",southern|southerner|southerners,Luis,1
999,0,"RT @SKefason: Death toll from yesterday's massacre in Southern Kaduna hutd 30 as many persons are still missing.

The Nigerian media are st…",southern|southerner|southerners,Luis,0
542,2,"@Waspapping_ They create terrorism and banditry to destroy NORTH, and open their dirty mouth 'North is our problem'. Don't just say that, pls do the needful! Instead of wasting all of your resource.
All the insurgences were initiated at the time of southerners to destroy the North.

Animals👇",southern|southerner|southerners,Luis,3
994,0,@Gistloversblog1 Hmmm when I said southerners should start growing their own food &amp; livestock on a commercial scale they said my mouth was smelling. Now we’ll be forced to,southern|southerner|southerners,Luis,0
81,2,"@Rahma_sadau We'll continue saying those people are bunch of idiots nd stupid... U Claim you're set of educated people, mean while you're comparing yourself with shekau..... Those southerner need to buy sense",southern|southerner|southerners,Luis,2
573,2,"@vanguardngrnews You idiotic Southerners always fighting your own, now you can talk abi, but biafrans been killed everyday you kept mute... Foolish sluts everywhere",southern|southerner|southerners,Luis,2
820,0,"This ban on #crypto is aimed at southern youths. 

Take it or take it. 
It was a well thought vindictive scheme to get back at 'those coconut heads wey no deybgree hear word wey dey disturb the government' 
#EndSARS, #IPOB and the donation to Sunday may all be linked to it",southern|southerner|southerners,Luis,0
791,2,"@renoomokri @innosonmotors I wonder oh my pple,,,this nothern power drunk baboons always like to attack a southern top biznss man who dont practise thier terorist muslem religion.",southern|southerner|southerners,Luis,X
574,2,@BeautyCousin @____PARROT 🤣🤣🤣 dts d number 1 illiteracy I’m talking about . Judging a book by it cover. 😂slut mama of southern,southern|southerner|southerners,Luis,3
1001,0,RT @HARUNA__BAMALLI: Is these not the vehicles they use in stealing oil from delta?.This people want to finish everything in Southern Niger…,southern|southerner|southerners,Luis,0
973,0,"RT @aproko_doctor: Innocent people are being massacred in Southern Kaduna, over 60 people dead in Sokoto

The government responsible for ke…",southern|southerner|southerners,Luis,0
318,2,@akferragamo1 @SaharaReporters @MBuhari @BashirAhmaad Same way Southerners became deaf and dumb during the Jonathan era...,southern|southerner|southerners,Luis,2
995,0,"#copied

ALIYU GWARZO SAID: 

""The problem with you Southerners is that you can never understand the north. We are a mystery to you and you cannot comprehend us despite all your boasting that you are better than us.... https://t.co/ReIU76x7gQ",southern|southerner|southerners,Luis,0
29,2,"stupid boiz😟""@michealmayor28: ""@mzhappuch: Foolish bois!!!!@da_PokEr: True""@Josh_BoUNCe: GIRLS WITHOUT BOOBS WEAR BRA THE MOST.....",women|woman|girl|girls|female|females,Luis,2
752,2,@yummygirl20 @Amakathefirst Music and looking at girls with big bum bum😭😭😭😭,women|woman|girl|girls|female|females,Luis,2
331,0,"@theREALbenORR @IlhanMN My problem with this dumb comment is ""immigrant woman of colour"" as if because she is an immigrant, a woman, and of colour makes her a lesser human being. Alaye, apart from your ""almighty"" America, anywhere else you go, you are considered an immigrant mumu of colour. Onye nzuzu",women|woman|girl|girls|female|females,Luis,0
722,0,RT @fola_kemi03: #StreetLeaks PHOTOS; See the Primitive Village Where Women Breastfeed Animals https://t.co/bKd90SqGuu,women|woman|girl|girls|female|females,Luis,2
583,2,"Trust no female directors, so many shit out there especially those silly shit who called themselves single mother, their are potential slut https://t.co/XM4f9bvQqN",women|woman|girl|girls|female|females,Luis,2
612,1,"RT @Austinesom: Girls out here hatin on Temi otedola, wit flimsy excuses dat shes a billionaire daughter. 
Bitch just learn from her give d…",women|woman|girl|girls|female|females,Luis,0
1169,0,"Omg!The guy in this picture leaks this pretty girl sex video on BBM

18+ Only See Video Here=-&gt; http://t.co/nsA7267gpd",women|woman|girl|girls|female|females,Luis,2
656,1,"@MerhmoudX @Bulamacartoons @DokunOjomo @bulamabukarti Omo, if you fall mugu, they chop you. Meanwhile, tell your terrorist brothers to stop Killing and raping women..anuofia",women|woman|girl|girls|female|females,Luis,1
1178,0,"@ClassicFM973 @temiokomi Crying, moaning, just can't wait til morning
Waiting too long
Finally yuh come a long
Baby love
Explain yuhself, baby girl
Lead out! Lead out, lead out, lead out",women|woman|girl|girls|female|females,Luis,0
1173,0,"RT @CaptJamyl: Buy her the World, you can only get her attention but never her Love. If a Woman Loves you, what u give her won’t matter.…",women|woman|girl|girls|female|females,Luis,0
1168,0,"RT @kusssman: Show off your girl , She no be palliative.",women|woman|girl|girls|female|females,Luis,0
1164,0,Everybody might b bad to 2u buh u need a gud girl 2 blow ur mind🙅 http://t.co/FeRbeifFkf,women|woman|girl|girls|female|females,Luis,0
509,1,"@KizzyIfeanyi @officialbasil2 @SirUTI Fuck this is 3much mehhhn...Staning that girl is enough mishap, dashing him this insult has although made him more miserable but a waste of your effort in replying a typical low class fool like him
#BBNaijaLockdown #layconandErica",women|woman|girl|girls|female|females,Luis,1
194,0,"@Sonjoe_Kutuh @mickybabz @Dehkunle @colomental_ @Tife_fabunmi @Nobodyexx @Kinglamarr___ @waxzyy_ @BigMan_Xander @Alex_Houseof308 @AsiwajuLerry @Views09 How will one girl kill a dog
Signs of end time I see",women|woman|girl|girls|female|females,Luis,0
1153,0,"RT @JoostBrokamp: Dressing modestly doesn’t mean you need to wear a granny dress! Be that hip, gorgeous, yes even sexy, Godly dressed woman…",women|woman|girl|girls|female|females,Luis,0
659,0,RT @nypost: Man tries to rape woman on Midtown sidewalk https://t.co/nuvRQHzWpN https://t.co/eo90DPWdoS,women|woman|girl|girls|female|females,Luis,0
274,2,"If A Girl Asks Her Dad For Money And He Says No, It Means Her Father Doesn't Have. But When She Ask BF And He Says No, He's A Stingy Bastard",women|woman|girl|girls|female|females,Luis,1
1163,0,"RT @PhilipObin: ""I know this picture won't get plenty likes and RTs because this woman isn't half naked. 

We tend to focus on girls postin…",women|woman|girl|girls|female|females,Luis,0
721,2,"Why are nigerian girls so primitive? Buy me KFC chicken, she says wen did she bcom my MAGA! If I buy, u no go chop @Orekebills",women|woman|girl|girls|female|females,Luis,0
1184,0,"RT @IFM923: #NP ""Birthday Girl"" - @SAMKLEF ft @MisterMayD #BreakFastJam with @ruffydfire &amp; @chiomabbb https://t.co/xqvRCFX2dB",women|woman|girl|girls|female|females,Luis,0
1144,0,@PrinceSomorin @Lord_lawee Beautiful girls😍. What are their names?,women|woman|girl|girls|female|females,Luis,0
401,0,"@djsheylex Some dumb ass girls will think this is real shit pfff...like wtf that's a balloon and she let all the air out don't be decive guys pls don't be decive 

Ladies don't kill ursef takin a big dick in cus ah that's a huge lie
Best 2020 trick HV ever seen 
@Pornhub hope y'all can see",women|woman|girl|girls|female|females,Luis,0
753,0,"RT @Ojay_B: Nothing I love more than a woman that can shapeshift.

Going from a beautiful bum to a regal queen in a split second.",women|woman|girl|girls|female|females,Luis,0
632,1,Did TBoss just called  Gifty a second bitch wen she is d real whore in d house huh...you are the real bitch girl gift is better  #BBNaija,women|woman|girl|girls|female|females,Luis,1
134,0,"RT @duchess_of_oau: If you think I am scared of a cockroach, ant, rat or something as a female, that I will runaway whenever I see one, the…",women|woman|girl|girls|female|females,Luis,0
723,3,@Nwanlecha1 Ebonyi girls are like the wives of hunters and gatherers...so primitive with sharp cheek bones!,women|woman|girl|girls|female|females,Luis,3
690,0,RT @peacefmonline: SAD-STORY--PHOTO-Of-A-Vulture-Waiting-For-A-Starving-Sudanese-Girl-To-Die-So-It-Can-Feast-On-Her https://t.co/sn8kkbILyn…,women|woman|girl|girls|female|females,Luis,0
236,2,"@Tife_fabunmi Pls don't put the blame on him...the girls are to be blamed
Why will someone threaten me on live video assuming we met face to face that on is different...buh live video the girls sef won do am no,na Dem useless there selves
Mo jeri arami",women|woman|girl|girls|female|females,Luis,0
132,0,"Imagine make boy tell girl,do u knw u have ""cockroach nutrients?""",women|woman|girl|girls|female|females,Luis,0
689,1,"RT @IamFinero: :'( ""@chinwegil: Bance is a Hybrid between a Female Ostrich and a male Vulture.. #OkBye""",women|woman|girl|girls|female|females,Luis,0
65,2,"Men are Scum! Men are Scum!  Why are women still buying attraction oil, so you all want to attract scum bags abi?",women|woman|girl|girls|female|females,Luis,1
1154,0,But i am tired of Sabrina and Calvin situation. I really am. The time Tyler P wasted on their situation should have been better spent building on Aaron and Karen's relationship. We have seen a woman build up a man too many times. When'll we see a man hold up a woman? #SistasOnBET,women|woman|girl|girls|female|females,Luis,0
430,0,Reconstruction!!! Woman Gets New V.agina From Pigs’ Intestine http://t.co/kUEVEvJpLo via @NL_Official,women|woman|girl|girls|female|females,Luis,0
1149,0,"Whether caused by armed conflict, natural disaster, women, girls are hurt the most - Irina Bokova, Dir-Gen @UNESCO #GirlDay2017",women|woman|girl|girls|female|females,Luis,0
