index,class,second_class,text,ethnic_keyword,name,Unnamed: 6,Unnamed: 7,
396,0,3,@pharm_UC @wakawaka_doctor @aproko_doctor I'm an igbo man and I'll like to tell you that the shit is sweet,igbo|ibo|ibos|igbos,Niyati,,,
62,0,0,"STOP SPREADING HATE MSGS! By the way I am IGBO! @mcvaaey Igbos re d scum of d Earth. Jeopardizing d future of Nigerians..kill them all""",igbo|ibo|ibos|igbos,Niyati,,,
798,0,0,"@chopsrepublicng Antelope - Igala/Agbonrin
Grass cutter- Oya
Bush rat - okete
Monkey- Obo
Hedgehog - Akika/Aaka

Bush fowl - Aparo
Buffalo- Efon
Porcupine- Lord
Baboon - Inoki
Boar - elede igbo
08068520851(mtn) @chopsrepublicng",igbo|ibo|ibos|igbos,Niyati,,,
1128,3,3,"@RitaOnwurah Rita! ????

What is this thing with geolocating insults?

Its a thing I notice Igbos do a lot. 

It's hilarious...
and very often accurate.",igbo|ibo|ibos|igbos,Niyati,,,
553,0,1,"General buhari calls a conference in less that two because his genocidal tweet which was aimed at the igbos,was deleted,but people are being slaughtered every day like animals and he says not a single word,The system of government in Nigeria is corrupt to the very core #KeepitOn",igbo|ibo|ibos|igbos,Niyati,,,
630,3,2,"Lmaoo RT @amakaati: RT @Loretta_Chinxy: Thnk God Its A Mumu Fact Tho RT @1Demola: ? RT @MumuFacts: 50% of Whores in Nigeria are Igbo's.""",igbo|ibo|ibos|igbos,Niyati,,,
554,0,0,"RT @IgboHistoFacts: Names of Animals in Igbo Language:

Cat - Nwamba
Vulture - Udele
Crocodile - Ag?iyi
Lion- ?d?m
Sheep- At?r?
Elephant- E�",igbo|ibo|ibos|igbos,Niyati,,,
506,0,0,"@Nwafresh @YeleSowore I'm an Igbo man. 

I'll protest. 

Capital fools are the ones who keep quiet in the face of injustice.",igbo|ibo|ibos|igbos,Niyati,,,
325,1,2,Ki#DPE@tweet_dopeshit: The urge for Money led a Dumb igbo guy to kirikiri for burgling into a blacksmith kitchen in search for a Pot of Gold,igbo|ibo|ibos|igbos,Niyati,,,
1199,2,2,Very trueRT @TWEETORACLE: It is UNAFRICAN to be GAY,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
663,0,3,@nanayawsuspence @mihitantum @AsieduMends @__theSeyram @Views09 @fixondennis @daddys_girlT @AbenaMole @fyne_fii @gyaigyimii They are interested because his gay that's what is catching their attention low key they all be homophobic but hiding under rape ...,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
1191,3,3,"RT @EditiEffiong: SARS bullet no select whether you be straight or LGBTQ. If you like be distracted. 

You can�t protest against injustice�",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
1207,0,2,I heard a lady just discovered that her husband of three years is gay.... wtf,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
434,2,2,"Wallahi if u equate lesbians &amp; homosexuals 2 animals lyk pig then u r not being fair 2 animals, even animals don't hv desire 4 the same sex!",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
1214,2,2,@captain_crabb @andrewskipper96 @savanaheden are u all gay? I wonna know,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
1189,2,2,"Ladies,its not every time we ask u to visit, we want sex.We just want our neighbors to see us wit a lady to confirm,we re not GAY https://t.co/tnGZHmrlGf",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
1196,0,0,"Cardi B�s fiance, Offset draws criticism over anti-gay lyrics https://t.co/cYyaiRMHnB",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
468,3,3,"Liar.. So u wia xpectin ur gay hommie shey? 3-| in d pic sef RT @bayotelli: Guy!! I go snap shw u.. Mke I cum finish na lol RT""@balami_",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
757,3,3,"GAY OLOSHO DIARY ENTRY 001

Dear Bottoms; 

   Don�t stress your tops, except Oga tells U he likes taking off your clothes and looking forward to it, don�t be wearing jeans to hook ups, invest in bum shorts and sweat pants. They are very easy to take off or pull down ?",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
431,2,3,Gay is for pigs and is totally out of men of honour,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
515,2,2,"@Tru_Ishh I dnt plame u at all,hw I my nt sure dat u ar a gay fool",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
365,0,2,"""Two Gay Boys Caught Having Sex In School Hostel Watch Video Here http://t.co/rTBJfnumOR"" so disgusting",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
1209,2,2,RT @Fredderapman: If you be fine @boy too much them say you turn gay!,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
638,3,2,"Youths gushing over a news, where a whore and a trans-gay man are fighting over a married Man, both boasting about their leaky ass and loosen pussy, in a third world country with a million issues...Una weldone!!!
#bobrisky #NkechiBlessingSunday
#endsars #EndBadGovernanceInNigeria",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
69,2,2,@katalyst6001 Men are Scum but lesbians are cheating on each other ?,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
334,3,3,"RT @Aphrodi_Tee_: Which type of dumb logic is this please? Pele o, Kinetic gay.",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
238,0,3,"""@kal_harion: ""@IamEtubo: Kala... Gay Alert* RT @Ayoolagbemisola: @kal_harion thanks my useless CEO *wink*"" 14yrs activated*"" 14yrs 2 much o",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
836,3,3,RT @purpledaisess: Too many red flags in this story ?but we lesbians do usually have coconut head ? #TwoTwosPodcast,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
1210,0,0,"RT @bright___r: The Vatican says catholic priests will never bless Gay union/marriage because it�s a sin &amp; the LGBTQ people are livid. 

Is�",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
1224,0,0,"RT @Adukebey__: gay or straight 

rape is rape",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
364,2,2,Dez peeps lamenting bout this anti-gay Law are really becoming as disgusting as d act itself. Even animals don't do or advice same sex na.,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
804,3,2,Gay baboon doesn't know about getting consent? https://t.co/V6cB5pxnvc,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
1186,3,3,"RT @amirijeanbandit: Lil Nas X : I�m gay 

Y�all when he do some gay: https://t.co/RCQfKRB58w",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,Niyati,,,
146,X,1,"Parasites,Pretenders and interlopers should stop poking their noses in the affairs of muslims #MURIC",muslim|muslims|islam|islamic,Niyati,,,
166,1,0,"@PoojaMedia ???
...But what is the thing with Muslim don't eat Pork?

What is the thing about Muslim not having Dogs and some of them have Cat as a Pet.

Though,I know of one Alhaji that own dogs.

Can someone explain the reason behind this whole thingy?",muslim|muslims|islam|islamic,Niyati,,,
705,2,2,@ayemojubar I'd rather worship a goat than be a Muslim. Very primitive cursed religion,muslim|muslims|islam|islamic,Niyati,,,
485,3,1,"You're just a fool, using the name #islam in getting popularity in Nigeria. What is ur problem? U better comport urself. We Nigerian are bigger than u idiot https://t.co/3Da1aZsWPT",muslim|muslims|islam|islamic,Niyati,,,
209,1,1,@CBSNews Bloody bastard go and do it yourself useless old fool who�s only job is to brain wash people then going into hiding if you are really fighting a  good course then stop hiding come out plain. Giving Islam a bad image but you won�t succeed unless idiots,muslim|muslims|islam|islamic,Niyati,,,
674,2,2,"RT @Amaka_Ekwo: @james_schuur @jihadwatchRS
Yes!
Buhari is a Sunni Islam Fundamentalist; now using some Nigerian Army Vultures &amp; Vampires t�",muslim|muslims|islam|islamic,Niyati,,,
921,0,3,"RT @geotaha: I don't know Penabdul in person, all i know is that he is a good student of Islam, calling him ignorant because you have acces�",muslim|muslims|islam|islamic,Niyati,,,
310,1,3,"@rafiabousalhab @TheNotoriousMMA He don't..he just talks too much plus he going to be in dubai the whole Ramadan, he needs to say that shit so he doesn't look like a dumb fuck that he is around Muslims..",muslim|muslims|islam|islamic,Niyati,,,
623,2,3,@FS_Yusuf_ God punish lugard and his whore including anybody in UK that got hands in the force amalgamation cos I shouldn't be sharing country with bunch of nonentities extremists jihads claiming to be upright or true Muslims,muslim|muslims|islam|islamic,Niyati,,,
165,2,2,@flexyabdul @daily_trust Islamic dog you are. Wait for him. He'll teach you guys a lesson you'll never forget,muslim|muslims|islam|islamic,Niyati,,,
919,0,3,"""@DOlusegun: #Dheadlines: Anti-Islam film: US flag burnt as soldiers open fire to disperse protesters| oh my God!""",muslim|muslims|islam|islamic,Niyati,,,
537,0,0,"Narrated Anas bin Malik:
Allah's Messenger (?) said, ""There is none amongst the Muslims who plants a tree or sows seeds, and then a bird, or a person or an animal eats from it, but is regarded as a charitable gift for him.""

Sahih al-Bukhari 2320 
In-book : Book 41,",muslim|muslims|islam|islamic,Niyati,,,
593,2,1,"RT @xoAminaSheikh: Most Muslims are scared of what Non Muslims think about us, thats cuz most of you are little bitches.",muslim|muslims|islam|islamic,Niyati,,,
6,3,3,@Belshagy You want to interrupt your stupid ideology religion belief into there government. There Muslim there are not fools or blind Mr,muslim|muslims|islam|islamic,Niyati,,,
887,0,3,"RT @MobilePunch: People praising Buhari are liars, hypocrites � Islamic cleric https://t.co/27z0KIjBFT",muslim|muslims|islam|islamic,Niyati,,,
899,0,3,"RT @MobilePunch: Pantami was imam when ATBU Muslim community issued fatwa, killed my son in a mosque �Prof - Punch Newspapers https://t.co/�",muslim|muslims|islam|islamic,Niyati,,,
920,0,0,Happy https://t.co/q7TOBaRlLa kareem to all muslims brothers,muslim|muslims|islam|islamic,Niyati,,,
917,0,0,"RT @Realoilsheikh: Dear Muslim sisters,

Normalize marrying Muslim brothers from other tribes, as long as they are Muslims of proven charac�",muslim|muslims|islam|islamic,Niyati,,,
571,2,2,RT @pali_xox: Wow Muslim men really be wearing shorts above their knees??? Smh sluts.,muslim|muslims|islam|islamic,Niyati,,,
814,2,2,"@LuqmanTI_2 @DoctorEmto Another stupid Muslim, I said what I said, go fvck yourself! Islam religion a religion of peace? Lol my ass! And remove that your dotted coconut head from my face, terrorists in disguise. When you kill for Allah you will inherit jahana with 9 virgins or whatever it? mtchewww!",muslim|muslims|islam|islamic,Niyati,,,
641,X,1,Liar. Islam does not support rape. If you have sex with a 13 year old. It is rape. You can not tell me Islam is pro rape. So you and anyone who agrees is a liar/ has been led astray https://t.co/IwbvVSxdkP,muslim|muslims|islam|islamic,Niyati,,,
417,0,3,"RT @officialgidip: Boko Haram terrorists are our Muslim brothers, shouldn�t be killed like pigs: Minister Pantami: President Muhammadu Buha�",muslim|muslims|islam|islamic,Niyati,,,
902,3,3,"RT @isidags: Muslims here shouting it's disrespectful putting a beer in front of him.

But it ain't disrespectful him getting cheques that�",muslim|muslims|islam|islamic,Niyati,,,
570,2,3,"RT!! Photos: Muslim street preacher calls fellow Muslim 'prostitute, Satan and a slut' for w... https://t.co/TTDMyOK5nL via@Newsalert NG",muslim|muslims|islam|islamic,Niyati,,,
624,2,2,"Happy Eid Il Fitr to all my Muslim friends...
Finally y'all can eat and fornicate around like the whore y'all are. CONGRATULATIONS!!!",muslim|muslims|islam|islamic,Niyati,,,
886,0,0,"RT @BashirAhmaad: In a message to Muslims commemorating the birthday of Prophet Muhammad (SAW), President Buhari urged all citizens and the�",muslim|muslims|islam|islamic,Niyati,,,
167,3,3,"Chines were killing Muslims and their scholars killed by dogs the whole world quite, now the Almighty has power on them for coronavirus and some of them end by dongs backing...
Ya Rabba protects our iman.... Ameen",muslim|muslims|islam|islamic,Niyati,,,
913,3,0,"RT @Q_Ameenah: Retweet for awareness, O you Muslim. ??",muslim|muslims|islam|islamic,Niyati,,,
375,3,3,"RT @Hyperddeen: April bull shit dnt celebrate anytin is useless nd lies, lies is haram in islam so becareful wit yahud nd nasara."" http://t�",muslim|muslims|islam|islamic,Niyati,,,
312,3,1,"If you believe being a Muslim makes me a terrorist, seeing a dumb skull makes you one.",muslim|muslims|islam|islamic,Niyati,,,
346,2,2,Northerners are definitely given preferential treatment in this country. Disgusting. https://t.co/LlKJPJRs4C,northern|northerner|northerners|arewa|almajiri,Niyati,,,
539,2,2,"@MaikudiMuhammad @renoomokri @MBuhari @renooomokri I should decamp to a nearby country, you just agreed you are a terrorist. I am just happy the whole poverty and killing is happening only in the north. Now you see why northern Nigeria is where animals live. From young to old are brainless in the north",northern|northerner|northerners|arewa|almajiri,Niyati,,,
933,0,0,Our eyes we the northern have to be opened by know https://t.co/wAP0nVax6P,northern|northerner|northerners|arewa|almajiri,Niyati,,,
937,0,0,"RT @julietkego: I hope people will not pretend not to see and hear that since yesterday, many Northern elite have roundly/vocally condemned�",northern|northerner|northerners|arewa|almajiri,Niyati,,,
211,0,2,"Presidency To Northern Youths : Thank your stars we are in democracy, 

Me : Useless Govt maybe If not for Democracy you will kill them as you did to IPOB https://t.co/y4cIk8Pews",northern|northerner|northerners|arewa|almajiri,Niyati,,,
594,1,2,"The place where men behave like lil amateur bitches learning the trade, arewa Twitter is nothing but a shade room for hopeless men trying to gain attention.",northern|northerner|northerners|arewa|almajiri,Niyati,,,
120,3,3,"@iChopTweets Initially I thought it was the fact that they where populous in illiteracy, then saw  Adamu Garba and the arewa cockroach guy. 

Bro Mental slavery is a really real thing.",northern|northerner|northerners|arewa|almajiri,Niyati,,,
815,3,3,@MakwarariBala @Rahma_sadau Rahama to arewa twitter :�I get coconut head I no Dey heya word� ????,northern|northerner|northerners|arewa|almajiri,Niyati,,,
347,2,2,RT @X_eenat: It is so hardddd not to be tribalistic right now. Most of these northerners are disgusting! Are you blind? Did they buy your b�,northern|northerner|northerners|arewa|almajiri,Niyati,,,
955,0,0,"RT @__usyy: AN OPEN LETTER TO NORTHERN LEADERS CONCERNING THE RAGING INSECURITY THE REGION IS FACING.  

Reweet aggressively till they get�",northern|northerner|northerners|arewa|almajiri,Niyati,,,
493,2,3,"@muh_hood @didier________ @davido U are a big fool
So even at this hard time , u are still happy that the northerners are the ones ruling the country abi? No wahala , as una nor wan get sense Boko Haram and bandits go continue to dey deal with una mercilessly, idiot",northern|northerner|northerners|arewa|almajiri,Niyati,,,
946,2,3,"@__bilqeesa Aboki I wan buy suya,  How much u dey sell?.... Illiterates #NigeriaDecides2019Result #Northerners #NigeriaDecidesRigged",northern|northerner|northerners|arewa|almajiri,Niyati,,,
119,3,3,RT @Justleigo: @DaudaJibrin13 @AishaYesufu Wait... So edo people are cockroaches while arewa people are butterflies??? No wonder!! I saw tw�,northern|northerner|northerners|arewa|almajiri,Niyati,,,
627,0,1,"@ShwagDr Calm yo titties down, lil whore. ?????? Arewa the album is mad dope. 100milliom streams in 24hours",northern|northerner|northerners|arewa|almajiri,Niyati,,,
147,0,0,"�Northerners Are Not Parasites, We Discovered Oil� ��NCM https://t.co/e0o8vmfrYB",northern|northerner|northerners|arewa|almajiri,Niyati,,,
444,2,3,"This ignorant and amateur liar thinks that Nigerians are as ignorant as their almajiri followers, and can not read in between the lines. U begged them to stop kidnapping, they told u why they are kidnapping, and gave u a condition that u must meet before they will stop, and u are",northern|northerner|northerners|arewa|almajiri,Niyati,,,
313,1,3,"This kidnapping of 600 boys was a planned thing, Nigerians are not dumb. Kidnap them and release them to gain trust in the non educated northerners when he wants to run for election again, sai baba he rescued our boys so will vote for him again.",northern|northerner|northerners|arewa|almajiri,Niyati,,,
78,2,2,@HassanBalaKanam @tesseract___ Na only God will punish this almajiri and janjaweed idiot. Have you asked your parents why the north is the poverty capital of Nigeria? Have you asked your parents why you people are backward in everything.#BuhariMustGo,northern|northerner|northerners|arewa|almajiri,Niyati,,,
170,2,2,"@GazetteNGR You�re a northern, The system does favors you. I bet your life depend on your income! Nigeria is a jungle, ruled by animals. Dog food!!",northern|northerner|northerners|arewa|almajiri,Niyati,,,
8,3,1,RT @STWKadaria: Reports of protests in Kano. Who is hell bent on destroying Arewa and why are we so STUPID that we don't realise what is go�,northern|northerner|northerners|arewa|almajiri,Niyati,,,
626,3,2,"@BlessedWithout @Brightsmithjnr1 @oba2311 Whore, one of d youths I mentor Does he look  like  a criminal ?  Ur  dad and mum lived a useless life , that same path u re today, reason ur life is that of  e-rat and twitter almajiri  so that u will be able to feed .  Wait o, has ur poor parent pay their ONE ROOM RENTAGE ? https://t.co/IHXfKxEZqB",northern|northerner|northerners|arewa|almajiri,Niyati,,,
9,3,3,"@Elserliez @BleedingPen5 @ProfOsinbajo @hassan_uga What has your president done to end the killings of your northerners member from Boro-haram??
Coming here to defend this stupid administration, God punish you people there...",northern|northerner|northerners|arewa|almajiri,Niyati,,,
788,2,2,@FalaluAbdulla16 @naija_swags @Flexiblexxx These are the type of northerners we are implying ........brainwashed baboon,northern|northerner|northerners|arewa|almajiri,Niyati,,,
934,3,3,RT @thecableng: Kukah: There could have been coup if a non-northern president practised nepotism like @MBuhari | TheCable https://t.co/b5i9�,northern|northerner|northerners|arewa|almajiri,Niyati,,,
965,0,3,"RT @AM_Saleeem: At this juncture, we can now all agree that their hatred and bigotry is not for Northerners, Almajiri or Aboki but for ISLA�",northern|northerner|northerners|arewa|almajiri,Niyati,,,
816,1,3,"""2015 POLLS: OBJ, Jonathan scramble for Northern govs"" http://t.co/jHzYz3iS  -  Two coconut head!",northern|northerner|northerners|arewa|almajiri,Niyati,,,
349,2,2,@Denzelsunday @umnas001 @Imamofpeace @IDF @UN @realDonaldTrump @SecPompeo I wonder the kind human being that gave birth to all this northerners! Some of their brothers and sisters are being slaughtered like a fowl by Boko Haram and still you see most of them defending Buhari and Boko Haram! Such a disgusting Tribe!,northern|northerner|northerners|arewa|almajiri,Niyati,,,
945,3,0,"Yet some people in Arewa here  hypocritically want SLS to bend and greet the elders, the thing is that no matter how old or rich you are, you should respect anyone occupying the throne. https://t.co/HTPokJuDSW",northern|northerner|northerners|arewa|almajiri,Niyati,,,
944,0,0,"RT @Moh1Prince: #SundayIgboho to Sorosoke Generation.

#RevolutionNow|Unilag|Arewa Twitter|Ahmed Musa| Lampard|Chelsea|Havertz|Ancelotti| #�",northern|northerner|northerners|arewa|almajiri,Niyati,,,
572,X,2,@Nyibango95 @MaryamDzs @Rahma_sadau @sadaupictures1 @teema_sadau @rahamasadau_ @Abdullahijegah_ @eluxeey The greatest slut ever produced in north.. How i wish she ain't northerner,northern|northerner|northerners|arewa|almajiri,Niyati,,,
941,0,0,Northern Governors Forum condemns abduction of school children in Zamfara - https://t.co/UWRGAmKPK5 https://t.co/GFo7fU5D1N,northern|northerner|northerners|arewa|almajiri,Niyati,,,
625,3,3,"RT @AM_Saleeem: They framed Dangote with an old whore and they call it man to man issue, it's not enough, now they're dragging Arewa Twitte�",northern|northerner|northerners|arewa|almajiri,Niyati,,,
948,3,3,"RT @tainkobo_: The mindset of yan arewa ( kuyi Allah ya�isa ai komai daga Allah ne )

The sermon was done in 2010 but it still valid https:�",northern|northerner|northerners|arewa|almajiri,Niyati,,,
709,2,2,"@FS_Yusuf_ How could any sane person compare Dubai with the backward, primitive and redundant Northern Nigeria? If an educated Northerner can post this I wonder how the brainwashed illiterate masses will think. Well, nothing from the North surprises me anymore",northern|northerner|northerners|arewa|almajiri,Niyati,,,
935,3,3,RT @jagganiyu: Arewa people are meant to protest the most. Killings and kidnappings on a daily basis but bigotry won't make them strive for�,northern|northerner|northerners|arewa|almajiri,Niyati,,,
381,3,3,"@TruthNortherner @success_imprint We actually didn't miss all the red flags. We knew his performance portfolio was shit.

I also knew that he is not the man to have on your side in the storm, never for once did he use his platform to address societal issues like Northern killings, education, underage marriage..",northern|northerner|northerners|arewa|almajiri,Niyati,,,
739,2,2,I original skipped this post but going back to the comments.. if I was in the north this arewa people would have killed me... Ordinary low back cos apart from the low back nothing else... Me wey go observe salat finish only to wear bum shorts up and down the area... Ani e gba dun https://t.co/1oYa8eREWF,northern|northerner|northerners|arewa|almajiri,Niyati,,,
976,3,3,"@mandamundi It'll only actually work in U/rimi axis. In southern kd or chikun, they'd rather continue with their keke rides.",southern|southerner|southerners,Niyati,,,
996,0,0,RT @GazetteNGR: Southern Nigeria not created for open grazing: Gov Umahi https://t.co/EZy5sjUgS4,southern|southerner|southerners,Niyati,,,
997,0,0,"RT @ReutersAfrica: Nigerian protests seeking an end to alleged police brutality were held nationwide on Tuesday, spreading to southern oil�",southern|southerner|southerners,Niyati,,,
992,2,3,RT @Mus6ey: Imam of Peace and his fellow Southern Nigeria bigots are trending #BuhariResign Because of their hatred against Buhari and Nort�,southern|southerner|southerners,Niyati,,,
598,2,2,"@Asemero1011 @I_Am_marwa To hell with u son of a bitch.!! Never insult Buhari here, if u dare to, go and insult his at front of ur fada or ur fucking moda, and u say u r pure southern blood, who cares..? No matter Wat you'll die and become food to those things dat I'll not even set ma eye on dem, better",southern|southerner|southerners,Niyati,,,
172,0,2,"#listeningto ""Earl Klugh, Southern Dog"" http://bit.ly/jbTvC1",southern|southerner|southerners,Niyati,,,
84,2,2,A lot of Southerners are educated fools and idiots. https://t.co/GFE17nTUJ5,southern|southerner|southerners,Niyati,,,
497,2,2,"@ugotwitts @BashirAhmaad Don't mind that fool, if it's a Southerner, he will be like forgotten firewood to come and write rubbish",southern|southerner|southerners,Niyati,,,
978,0,0,"@KADRA_kdsg @DrHadiza @Dattijo @MLmagaji_Engr @contactkdsg @CCECC8 @kpeydothomas @Insidearewa @KadunaRenewal Look at roads in Southern Kaduna are all spoilt. Kafanchan - Kwoi road, Samaru Kataf - Ungwan Bawa road. 
When will they be remembered by the government?",southern|southerner|southerners,Niyati,,,
985,0,0,RT @bbcweather: Some heavy rain over central Scotland at the moment. Tyndrum on the southern edge of Rannoch Moor recorded 7.2mm in the hou�,southern|southerner|southerners,Niyati,,,
710,X,3,"@SaharaReporters Just lookat the kinda very primitive nomads Britain merged Southerners with, a people with primordial mindset.",southern|southerner|southerners,Niyati,,,
219,X,2,"@MobilePunch The North is full of useless ideas and ideology. Social media bill was introduced just to track and silence opinions/views from people of Southern Nigeria. The bill was killed, NIN was introduced for same purpose and now, these set of backward individuals are asking for IMEI",southern|southerner|southerners,Niyati,,,
990,3,3,"YOU MEAN IT, IF THIS IS ONE OF THE SOUTHERN NIGERIA STATES IT MEANS WE DON ENTER GBEGE FOR NIGERIA https://t.co/UI3zSVM218",southern|southerner|southerners,Niyati,,,
83,1,3,@olusogaowoeye @dawisu He is indeed foolish.These are the type of people that make people deliberately want to hate the north.Does d north own Nigeria? I was born and raised in Kano .I know what was done to southerners in Kano in 1991 cos of a Bonke crusade. I bet he wasn�t born then ..idiot,southern|southerner|southerners,Niyati,,,
447,3,1,"@HAHayatu @quinlateefa @elrufai Well,the gory images of death that came out of Southern Kaduna was and is not politics,the man is a bigot,liar and deceiver, period.",southern|southerner|southerners,Niyati,,,
11,2,2,@FASTnFIERCE @PeterObi @elrufai Southerners are politically stupid!,southern|southerner|southerners,Niyati,,,
15,3,3,@Waspapping_ You see why the Southerners use the slur � ABOKI na ABOKI�?.. just take a look at your stupid analogy.  walahi Kai jahilai ne wawa.. babu ilimi tir!,southern|southerner|southerners,Niyati,,,
173,0,3,"RT @ijawsingleforum: Southern Ijaw LGA Foropah bassan clan.

Domestic animals
Fowl...Ofoni
Dog...Obiri
Cat....Posi/Ologbo
Rat....Okei 
Pig.�",southern|southerner|southerners,Niyati,,,
677,0,0,"@gimbakakanda When you refer to southerners, who are equally your fellow countrymen, as vultures, you lose every sense of dignity and spirit of humanity.",southern|southerner|southerners,Niyati,,,
977,0,0,"RT @henryshield: Dear Southern Governor, pls respond to Malami in a way he�ll understand you�re not joking!",southern|southerner|southerners,Niyati,,,
991,3,0,"RT @oil_shaeikh: The silent approval of southern govs, politicians, support and donations of Funds to a militia leader, Sunday Igboho, his�",southern|southerner|southerners,Niyati,,,
987,3,0,RT @olusogaowoeye: The NASS should also go ahead to put down a law that ban open grazing across Nigeria by 2026. While the Southern States�,southern|southerner|southerners,Niyati,,,
292,2,1,RT @ChuksMultiP: @fkeyamo You chew stupidity and vomit  foolishness from your mouth.Half brain southern moron.,southern|southerner|southerners,Niyati,,,
1000,0,0,Southern Africa: SADC Needs N$40billion for Drought Relief https://t.co/WbojaBHZTE https://t.co/xRm28OlzDi,southern|southerner|southerners,Niyati,,,
975,0,0,"RT @FS_Yusuf_: Southern Governors didn't ban GRAZING; they only banned OPEN GRAZING. 

Get a land and rear your cattles. Farmers in the Sou�",southern|southerner|southerners,Niyati,,,
12,2,2,"River state is d most foolish n stupid state in Nigeria intens of election.Foolish politicians with foolish people living in a foolish land, I regret being a southerner.Continue killing urselves fools.",southern|southerner|southerners,Niyati,,,
819,1,2,"All these southern senators and honourables keeping mute while all this rubbish is going on should remember that this coconut head generation doesn't forget.
??",southern|southerner|southerners,Niyati,,,
319,2,2,"@Waspapping_ @JohnNetworQ @adamugarba @MBuhari Shebi it is the the southerners that are the almajiris begging on every corner of the earth, popping tiny beggars everywhere they go. The fact that you have the nerves to argue this is kind bugging and shows that you're so dumb. I blame lord lugard for merging us with cows. Ode.",southern|southerner|southerners,Niyati,,,
13,2,2,"@ayosogunro High rates of weaponized insecurity, poverty, terrorism, banditry, kidnapping, organ harvesting, thuggery and armed robbery are all fingers of politicians while united southern morons turned themselves to enemies because stupid blind stanship.",southern|southerner|southerners,Niyati,,,
972,0,3,RT @Farida_N: Southern Cameroun is always facing the wrath of an old wicked dictator. Paul Biya must go https://t.co/UTwBns4mWw,southern|southerner|southerners,Niyati,,,
1146,0,0,RT @adeolaaa_o: Pretty girl shit ? https://t.co/D4o08OdpTO,women|woman|girl|girls|female|females,Niyati,,,
1140,0,0,"RT @StarGirlDaily: Erica with her Star Girl Keke ? and stock certificate

Host @DENRELE_EDUN in the cut 

#HappyBirthdayErica https://t.co/�",women|woman|girl|girls|female|females,Niyati,,,
403,3,0,"RT @TallKGod: A lot of times I don't trust that "" best friend"" shit. I'm a female, I know how females think. Bitches not just looking for a�",women|woman|girl|girls|female|females,Niyati,,,
754,0,0,Girls that wear bum short.. Have special place in Heaven. ????,women|woman|girl|girls|female|females,Niyati,,,
800,0,2,"#GvsG : Baboon grabs female TV reporter�s breast live on air (PHOTO, VIDEO) http://t.co/bw1RCqTn8u Guysversusgurls",women|woman|girl|girls|female|females,Niyati,,,
557,0,0,"RT @omokehinde___: @ToluuO @yinkaahmad Chai, how can a human being do this to an old woman??
These guys are animals.",women|woman|girl|girls|female|females,Niyati,,,
154,0,0,RT @MsHoneyann: Malaria is a life threatening disease caused by parasites that are transmitted to people through the bites of female Anophe�,women|woman|girl|girls|female|females,Niyati,,,
1176,1,2,"When you tell a Nigerian girl I LOVE YOU. What she hears is, I will buy you house at Banana Island.",women|woman|girl|girls|female|females,Niyati,,,
28,0,0,"Foolish talk""@Proud_EkitiGirl: You're just stupid b ""@OMG_itz_Henny: Females bleed for 5-7 days once a month and still be alive that's some",women|woman|girl|girls|female|females,Niyati,,,
