index,class,text,ethnic_keyword,christian|christians,muslim|muslims|islam|islamic,northern|northerner|northerners|arewa|almajiri,southern|southerner|southerners,hausa|hausas,fulani|fulanis,yoruba|yorubas,igbo|ibo|ibos|igbos,women|woman|girl|girls|female|females,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,herdsmen|herdsman,eastern|easterner|easterners|biafra,name
38,1,"RT @Amaka_Ekwo: Idiot!
Igbo-Biafrans are live &amp; develop all areas of Nigeria.
Igbo-Biafrans speak Yoruba &amp; Hausa languages more than other…",hausa|hausas,,,,,,,,,,,,,Manu
21,2,RT @acerexy: Hausa-Speaking Fulani Scum https://t.co/9UmOmEA5aF,hausa|hausas,,,,,,1.0,,,,,,,Manu
131,1,"#Itsnotfinished #oyingbo #LekkiMassacre2020

can we all report this idiot account
@adamugarba . This fool made a video in hausa. Telling them to fight the southerners. His reason is that we want to hijack @MBuhari government. The same fool that sued @jack ... Bastard fellow",hausa|hausas,,,,,,,,,,,,,Manu
109,1,"@OumarMrs Shegen fuska kamar duwawu(dumbass whore) .... Useless girl, those hausa u re acusing are following God thoughts... Why can't u pray for good government. But shit u sounds lik someon don't even hav religion 💔😩",hausa|hausas,,,,,,,,,,,,,Manu
460,3,"@freakyfreon @beardedescobar @jimohsola2609 @popoolar123 @Geemanuels @tundeperoni @benmurraybruce The funny thing is everyone on this thread sees my name and thinks I'm against GEJ because of religion or ethnicity, my brothers thieves know no religion! At the table of GEJ, Hausa, Yoruba,  Igbo, Ijaw, Itshekiri, Idoma, Tiv, Fulani all ate blood money side by side as brothers!",hausa|hausas,,,,,,,,,,,,,Manu
475,3,@MBuhari Hausa Fulani ga naku!!! Jamaa maza ta mata kuyi regista a https://t.co/JLrpzJArkw domin hada zumunta da auratayya.,hausa|hausas,,,,,,,,,,,,,Manu
311,0,"Am from North
Hausa fullani by tribe
I don’t do yahoo yahoo
I don’t do 419
I don’t do ritualist with my family 
I don’t rape
I am a Almajiri 
I don’t cast my vote on twitter or facebook
I have PVC
AND I VOTE PMB
Idan kaji haushi 
Kaci Uwarka #Northerners",hausa|hausas,,,,,,,,,,,,,Manu
165,2,"@binaffan_Bello @renoomokri @MBuhari You must be so dumb for spewing out this trash, are d igbos selling spare parts in d north killing ur people?
Didn't they pay for the shops they rented in carryin out their legal businesses with taxes?
How much are d fulanis paying?
Anyway I don't u, they are even killin d Hausas",hausa|hausas,,,,,,1.0,,,,,,,Manu
487,2,RT @ElochukwuOhagi: I watched the video of Fulani herdsmen terrorists killing of Hausa people in the North. Hundreds of corpses littered th…,hausa|hausas,,,,,,1.0,,,,,,,Manu
462,0,"RT @Bishopluki: How on earth can Nigeria develop , when we are still talking abt Hausa, Igbo , Yoruba nonsense before we elect our leaders…",hausa|hausas,,,,,,,,,,,,,Manu
41,2,@Escokpablow @YNaija : Sanusi is a bloody mad idiot. Would he have done to his fellow hausa muslim fanatic? Fool like him. Boko haram sponsr,hausa|hausas,,1.0,,,1.0,,,,,,,,Manu
480,0,"CAR FOR SALE!!!

MAKE-        TOYOTA
MODEL -    COROLLA VERSO
YEAR -        2004
TRANSMISSION - MANUAL
SEATS - 7
CONDITION - FOREIGN USED

Interested buyers can call 08029047895
#ValentinesDay #oyostate  Yorubas
One Nigeria   Usman   Hausa
I LOVE YOU https://t.co/SoLVn1T4iA",hausa|hausas,,,,,,,,,,,,,Manu
278,2,"@Ms_neky:Shoot me 4 saying dis bt I tink Hausas especially d muslim ones shld b exterminated""Le strugle to trend.Bitch have a seat on thorns",hausa|hausas,,1.0,,,1.0,,,,,,,,Manu
356,0,:) #blessed RT @MzDeeMeaNor: All these hausa girls with small waist n big bum... Nonsense!,hausa|hausas,,,,,,,,,,,,,Manu
239,2,@uchebuchi2 @maziocuglobal @Amaka_Ekwo @cedoziemm @MaziNnamdiKanu @UN @UN_PGA @JoeBiden @SecBlinken @SecPompeo @VP @VP45 @StateDept @EmekaGift Mr man my prayer is that such act by this stupid fulani herdsmen will befall you..fool like you...ABI YOU ARE ASKING FOR VERIFICATION dont worry you will see it soon..EZIOHIA,herdsmen|herdsman,,,,,,1.0,,,,,1.0,,Manu
85,0,"@iameneji @tempestd1 This is just sad as the ethnic profiling of Nigerians has taken on a regular and almost acceptable tone on social media. Tags like ""abokis, yorobbers, fulani herdsmen, parasites,"" even religious insults are made with no restraint.",herdsmen|herdsman,,,,,,,,,,,,,Manu
15,1,"@Malc_OE @blacboy @jeffphilips1 @MaziNnamdiKanu Stupid fool, you call it a lie. Show me where Buhari has threatened war on Fulani herdsmen.",herdsmen|herdsman,,,,,,,,,,,,,Manu
156,2,"@DeeOneAyekooto The terrorist arm of APC govt, Fulani herdsmen, Boko Haram, &amp; Bandits, who bear arms &amp; kill people all over the country are noble people

Unarmed IPOB &amp; nonviolent Sowore/ RevolutionNow protesters are terrorists

Npower N30k has really turned many youths into morons",herdsmen|herdsman,,,,,,1.0,,,,,1.0,,Manu
241,2,"@MBuhari Declare Fulani herdsmen terrorist if you’re not involve in it, fool you think we’re dumb",herdsmen|herdsman,,,,,,1.0,,,,,1.0,,Manu
394,2,"@freshfmibadan
How can the NORTH survive economically if Nigeria is restructured?
How do you stop FULANI herdsmen dominance if Nigeria is not restructured?
How can you stop corruption if Nigeria is not restructured?

Monkey dey work, baboon dey chop
North is feeding fat on others",herdsmen|herdsman,,,1.0,,,,,,,,,,Manu
139,1,"Some bastards from his Okeogun region don't wish Sunday Igboho well.
This man, in company of the conventional security agents flushed the invading Fulani herdsmen out of Kisi, Igbeti and Igboho forests   last year and we still have ingrates from our region who see his efforts",herdsmen|herdsman,,,,,,,,,,,,,Manu
100,3,@GovernorObaseki You want to probe an administration where you were the chairman economic team. You showed him the way to source the fund. You did not advice him then. Please let the sleeping dog sleep and focus on the yelling of the people especially Fulani herdsmen,herdsmen|herdsman,,,,,,,,,,,,,Manu
321,2,"@MobilePunch Yet one foolish talkative will come here 2 bark like a curse dog dat they don't suppose 2 chase or killed Fulani cows, but when killer herdsmen were massacring, maiming and raping our people she lost her voice.
It will never be we with anyone who defend this killer herdsmen again",herdsmen|herdsman,,,,,,,,,,,1.0,,Manu
119,2,RT @AgorasBlog: Fulani terrorists are delegates of Buhari’s evil and useless APC government. Fulani herdsmen and APC government are colludi…,herdsmen|herdsman,,,,,,1.0,,,,,1.0,,Manu
296,0,"RT @renoomokri: .@Elrufai:

* Insulted Jesus 
* Referred to Southern Nigerian women as “whores”
* Admitted paying killer herdsmen 

If you…",herdsmen|herdsman,,,,,,,,,,,,,Manu
185,2,@gidi_9ja @Gidi_Traffic Can these people just be quite.....it’s disgusting to hear people’s fathers speaking such nonsense. Are igbos the bokoharams and herdsmen terrorizing innocent people?,herdsmen|herdsman,,,,,,,,,,,1.0,,Manu
171,0,I hate it when the news says 'Fulani herdsmen'. That's so dumb! Plateau assailants were heavily armed with... http://t.co/IAyrWOUm,herdsmen|herdsman,,,,,,,,,,,,,Manu
337,1,"@SaharaReporters @OfficialPDPNig @Twitter So in other words, all the Fulani herdsmen killings are fake news spread on twitter by PDP. May God punish you BUHARI. Vulture will eat your corpse. Ozu mmadu.",herdsmen|herdsman,,,,,,,,,,,,,Manu
214,2,"@zaif_tweet @RadioIsMyFriend @1ijmuhd @ChibuikeEliezer @jrnaib2 Fulani Herdsmen are killing people like pigs in my mum's village, so wtf are you saying?",herdsmen|herdsman,,,,,,1.0,,,,,1.0,,Manu
101,1,"@earhmerd @Laurestar @YeleSowore A group of ""fulani herdsmen"" threatened to whole nation and gave 30 days ultimatum.. Neither did you or the president or the buhari dogs say anything or see any wrong in it.. But you have this bullshit to say?! Karma is a bitch!",herdsmen|herdsman,,,,,,,,,,,,,Manu
324,0,"Bandits take over Abuja and Kaduna, Terrorist hold sway in Bornu, Fulani herdsmen kidnapping in Enugu while stealing and raping in Ogun state. Niggeria is already destroyed waiting for the final dissolution. All hail Biafra!",herdsmen|herdsman,,,,,,,,,,,,,Manu
349,0,"RT @_Judlaw: The primitive accumulation of wealth going on in Benue State cannot be explained. But hey, Fulani herdsmen are the problem.",herdsmen|herdsman,,,,,,,,,,,,,Manu
254,2,RT @valbrownmc: NIGERIA HAS TURN TO FULANI HERDSMEN ANIMAL KINGDOM SINCE BUHARI TOOK OVER POWER #BIAFREXIT https://t.co/dShmBhW0PR,herdsmen|herdsman,,,,,,1.0,,,,,1.0,,Manu
16,2,"@ariyosulaimon2 @DeeOneAyekooto Iwo ati awon ebi e ni olodo. When there massive outcry from victims of this wicked fulani herdsmen,killings in several states by these herdsmen.Bcos you want to play politics you're generalising it. Until they kidnap you or your family that is when you realise how stupid you are.",herdsmen|herdsman,,,,,,1.0,,,,,1.0,,Manu
336,0,"Vultures died from eating remnants of cow meat bought from Fulani herdsmen in Agwu LGA, Enugu on 20th July '19 #RUGA #Fulaniherdsmen #Buhari https://t.co/dKwAnLUMkP",herdsmen|herdsman,,,,,,,,,,,,,Manu
255,3,"ESN will beat and shoot you, Nigerian Army will beat and shoot you, Fulani Herdsmen, BH, ISWAP, bandits, kidnappers will all do same. Where exactly is respite for Nigerians? Abi what kind of animals have we suddenly become? https://t.co/QvFhfXtiYZ",herdsmen|herdsman,,,,,,1.0,,,,,1.0,,Manu
297,0,"RT @renoomokri: * Referred to Southern Nigerian women as “whores”
* Admitted paying killer herdsmen 
* Makes his critics disappear 
* Accus…",herdsmen|herdsman,,,,,,,,,,,,,Manu
118,1,"I have never seen a party as useless as APC. Over 200 people were killed by fulani herdsmen in Plateau State , Buhari, Lalong  and useless APC were busy dancing shaku, shaku on Saturday @ Eagles square, Abuja. 
This government is worse than communicable disease https://t.co/CXflIDHva0",herdsmen|herdsman,,,,,,,,,,,,,Manu
50,1,@channelstv When thousand of my people die on the north at the result of your people fulani herdsmen  you never say anything about now the big fish has been catch you want to use to score your political point idiot.  Both the PDP and the APC are the same bird of the same feather nosense.,herdsmen|herdsman,,,,,,,,,,,,,Manu
170,1,"@nwaikeokwu Why don't you just start a thread that all Fulanis are herdsmen to sound half smart, how did Nigeria inherit this much number of dumb people in her population?
In case you cross the Niger bridge anytime soon, the herdsmen, bandits &amp; cattle owners are different people.",herdsmen|herdsman,,,,,,,,,,,,,Manu
325,1,"@QueenOfDBlues @ValiantNig Is a supporter of this evil govt. Someone that can trade his mama for money😂😂😂😂

Herdsmen have been killing, raping and kidnapping people but they all kept quiet. Now people want to protect themselves, the idiot is talking.

Omo Ale Yoruba ni o.",herdsmen|herdsman,,,,,,,,,,,,,Manu
267,1,"wow, a female robbery slut stripped nacked in abuja, she is an igbo girl, http://t.co/0CsGz82t",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Manu
11,1,@Ayoola50247910 You must be very stupid... Infact you're the disgusting one....are u the bright that cooked the food...did she come to u for anything... Nonsense and radarada...who said it's a taboo for an Igbo girl not to know how to cook...stupid fool.,igbo|ibo|ibos|igbos,,,,,,,,,,,,,Manu
113,1,I really don't know what that macaroni fellow is trying to portray in those useless skits he put online. From objectification of women to promoting weed(igbo) as something good. That boy does not have sense. He talk badly about Nigeria but refuse to blame himself.,igbo|ibo|ibos|igbos,,,,,,,,,,,,,Manu
359,0,So Ruthless: Curvy Igbo Girl Rocks Instagram with Her B***s and Bum on Parade (Photos) https://t.co/myxabQqTP4 https://t.co/rfOJEAteHY,igbo|ibo|ibos|igbos,,,,,,,,,,,,,Manu
333,1,@Laurestar @Ayourb @Busaayo @cbngov_akin1 @SusanHenshaw50 @irene_achamaja @iyaboawokoya @BryteDude @spychief @Johannxs You are a disgrace to Igbo women. May vultures eat your corpse.,igbo|ibo|ibos|igbos,,,,,,,,,,,,,Manu
378,2,"@tjmackconcept @renoomokri @fkeyamo @OfficialPDPNig @MBuhari If wishes were horses, men would ride on them. Biafra is a no go area so now buhari is an enemy cos u are an igbo fanatic who couldn't stand by their words",igbo|ibo|ibos|igbos,,,,,,,,1.0,,,,,Manu
319,3,"@angry_ustaaz @xeeamyn Bros, the question i, can the North keep quiet if an Igbo or Yoruba people occupies there forest, rape their young girls, kill their pregnant wives, and kidnapped their parents. Why are you so myopic in your reasoning.",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Manu
182,2,"@Onye_Nsogbu @PiusMazi @KemiOlunloyo @realFFK The foolish thing about you is that, you feel all Those who talk against you ""Foolish and disgusting hate attitude"" are Fulanis' or hausas' n non-Igbos.. I am from Enugu State, Obolo.
If this is what agitating for a country means, I will never be a part of your *Stinking biafra""",igbo|ibo|ibos|igbos,,,,,,,,,,,,1.0,Manu
47,2,"@Kempez2017 My brother I bi Igbo but this people attitude tire me ooo if truly na Biafra dem bi.those bunch of idiots needs to be dealt with.i hate anything biafra.even in my area I have never supported this fools called Biafra.their mode of dressing tire me, they are just agbero",igbo|ibo|ibos|igbos,,,,,,,,,,,,1.0,Manu
12,2,"@OduduwaR @ayemojubar Yoruba the most foolish race. Hausa Fulani killed Abiola, after his election was annulled with the help of Igbos. Now tinubu another Yoruba who will resturcure Nigeria is being attacked all you stupid Yoruba omo ale. You hate tinubu but you love obasanjo the real saboteur. SHAME",igbo|ibo|ibos|igbos,,,,,,,1.0,,,,,,Manu
318,2,"@Bulamacartoons For what I knw from d history of Nigeria , Igbo r well knw with 5 things. Robbery Nd hired killer ,kidnapping,raping of women, 419,prostitution. But we neva pple from d north neva complain about it.they only blive dt in all bad there most be good they blive in one Nigeria bt we",igbo|ibo|ibos|igbos,,,,,,,,1.0,,,,,Manu
154,0,"RT @OnikoyiBankole: Yoruba were tearing pants all over the place when one Igbo man called them ""Sophisticated Morons""
I regret ever joining…",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Manu
335,0,"RT @radiobiafralive: Biafra: We Will Never Trade Biafra For ""Igbo Presidency"": IPOB Tells Okorocha And Iwuanyanwu, The Vultures In… https:/…",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Manu
550,3,"RT @DreNwadugbo: Boko Haram: Offer amnesty!!
Herdsmen: Share the money!!

Igbos??: Burn them!! Ah!! Burn them like 1967!!",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Manu
138,2,@daily_trust Igbos are looting Fulani cows in a disguise. Hunger is bastard and karma is a bitch.,igbo|ibo|ibos|igbos,,,,,,,,1.0,,,,,Manu
114,1,"@emem_deen @DrOlufunmilayo Keep quiet if you don't know the history this useless country. Who said the coup was targeted at who? Hausas, Yorubas, Tivs, and Igbos all participated in the coup equally, it was a collective agreement of young military officers to redeem the country. Check their names. Ewu.",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Manu
115,0,"As I am I no fit marry anybody, and Nobody fit marry me, I’m Useless.

Jada Bitcoin Igbo Africa Fulani #Bitcoin Lekki Jesus",igbo|ibo|ibos|igbos,,,,,,,,,,,,,Manu
548,2,@cazcassie_ Nna igbo girls love money 💵😂😂😂,igbo|ibo|ibos|igbos,,,,,,,,1.0,1.0,,,,Manu
169,2,Yes the igbos are money minded but the yorubas are deceiving lying cheats and tell soyinka that he is dumb,igbo|ibo|ibos|igbos,,,,,,,1.0,1.0,,,,,Manu
82,3,"Behind her eyes 😬

Rob= Adele= Louise. Correct?  They make a gay dude a parasite and even enabled him to essentially wear the bodies of two dead women. Omo!",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,,,,,,,,,,,,,Manu
380,1,"@InibeheEffiong Why then did Biden and Obama impose Buhari on Nigeria, despite intelligence reports that showed he was a coup plotter, Muslim fanatic and nepotistic. The Democrats aren't interested in the welfare of Africans. They only care about Muslims and gays.",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,,,,,,,,,,,,,Manu
280,1,"RT @QueenPhoenix33: ""If he ever left me for another girl, I'll turn lesbian and fuck his bitch."" 😫😫😫",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,,,,,,,,,,,,,Manu
281,0,"RT @LITsauce: Gay Man: You bitches are ashy, dusty, &amp; pathetic.
Women: Omggg I'm weak 
Straight man: I don't like weave 
Women: MISOGYNIST…",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,,,,,,,,,,,,,Manu
320,2,"The Pope said that GOD made them gay,well no problem,we are advising you to stop this madness,you call us haters.Very soon people will begin to find passion in raping,incest sex&amp;manners of sex&amp;they will say GOD made them so.But I know...GOD made them Male&amp;Female..Mark 10:6(Bible)",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,,,,,,,,,,1.0,,,Manu
49,0,"*Girl to girl*: ""You look pretty!"" ""Awwh thanks, so do you!"" *Guy to guy*: ""You look handsome."" ""Oloshi! God Go punish you! Gay idiot",lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,,,,,,,,,,,,,Manu
217,1,"No islamic ruling said you cant eat a food cooked by a woman that is not your wife, any ""muslim"" who claim or say so is a LIAR https://t.co/c4UP1oZmQa",muslim|muslims|islam|islamic,,,,,,,,,,,,,Manu
106,0,"These people made us so hopeless that we believed
Nigeria will never be gr8 again
The youths are useless
Our different tribes can never agree on anything
Muslims and Christians can never see eye 2 eye
There's no single person wth integrity in this country
But look at us
#EndSARS",muslim|muslims|islam|islamic,,,,,,,,,,,,,Manu
424,0,ARE MEN SCARED OF SUCCESSFUL MUSLIM WOMEN? http://t.co/I4FP59jQVj via @MuslimBeats,muslim|muslims|islam|islamic,,,,,,,,,,,,,Manu
125,1,"@MobilePunch This bastard done start blame game again ,why not jonathan this time , goat is better than adesina , wetin concerned Christian and Muslim for this matter.",muslim|muslims|islam|islamic,,,,,,,,,,,,,Manu
143,2,RT @funshographix: If you are a black Christian or a black Muslim in this 21 century with full of information you're a big moron. You can g…,muslim|muslims|islam|islamic,1.0,1.0,,,,,,,,,,,Manu
427,0,"2019: No Female Muslim in Hijab Denied of Voter Registration in Oyo, Says REC https://t.co/85R8rH8e0T",muslim|muslims|islam|islamic,,,,,,,,,,,,,Manu
227,1,"@FS_Yusuf_ Is not about appeasing the Northern feudalist as you said fool , a Muslim is Muslim regardless of ethnicity , colour , Race , country or continent . So unlike you a pig with a ram head , Ovie is coming to the aid of his Muslim brother.",muslim|muslims|islam|islamic,,,,,,,,,,,,,Manu
18,3,"@SaboSerdeeq @educatedBUSHMAN @Dosabdul @gimbakakanda That's your problem too. We know what we're saying. Even a Nupe or Kanuri Muslim is being regarded with scum by the Hausa and Fulani Muslims, talkless of Christians and other tribes.",muslim|muslims|islam|islamic,,,,,,,,,,,,,Manu
351,0,"RT @tezilyas: Muslim women have been ready for the #Coronvirus since time 🤣

Niqab &gt; face mask
Bum gun &gt; #toiletpapercrisis 
Don’t touch me…",muslim|muslims|islam|islamic,,,,,,,,,,,,,Manu
284,0,"Muslim man attacks girl for wearing sleeveless shirt and jeans, says she’s dressed like a whore http://t.co/yXBQlJBpZd follow @Hoodleakers",muslim|muslims|islam|islamic,,,,,,,,,,,,,Manu
162,2,"Dis is right in d 💓 of the FCT. Hausa touts harassing #ENDSars protesters, u see y all you'd do in the North wld b nothing bt a mere carnival, d hypocrite wld alwys act very dumb, for dem any action agst 2day's Buhari's led govt in speech or action is an attack on Islam. https://t.co/yH05linyH1",muslim|muslims|islam|islamic,,,1.0,,1.0,,,,,,,,Manu
260,0,"Muslims storm nudist pool, spat at women and call them sluts https://t.co/zJfBZd254c via @naijcom",muslim|muslims|islam|islamic,,,,,,,,,,,,,Manu
55,0,"RT @bloody__babe: If my father teaches me to hate the Igbo’s or see Muslims as cockroaches, do I have to inherit that mindset in 2020? Can…",muslim|muslims|islam|islamic,,,,,,,,,,,,,Manu
304,3,"@adnanmoukhtar @thecableng I think this should serve as a challenge to MURIC, the Almajiri system has completely derailed from its Islamic genesis. Children in the name of Almajiris now become drug addicts, tools for Gay rape etc. If the system cannot be regulated, let it be proscribed!",muslim|muslims|islam|islamic,,,,,,,,,,,,,Manu
363,3,@sharp_shotta @__eante I'm an atheist born of Christians but at the same time I'm in love with a Muslim. I actually see Christians as the biggest problem but muslim fanatics the biggest mistake the world has,muslim|muslims|islam|islamic,,,,,,,,,,,,,Manu
19,2,"@aliflab @SaharaReporters @official2baba  Get A Dick, Put It In Your Ears And Fuck What You Heard. Yoruba Muslim Scum.
Cunt!",muslim|muslims|islam|islamic,,1.0,,,,,1.0,,,,,,Manu
187,0,@choccitymusic  A̶̲̥̅♏ a christian avin more fun dan a muslim! Evrytin anytin is goin on *shit #barkadesalah,muslim|muslims|islam|islamic,,,,,,,,,,,,,Manu
425,2,RT @FaruqBashar: If you’re looking at Islam through Northern Nigeria you’d most probably dislike Islam.,muslim|muslims|islam|islamic,,,1.0,,,,,,,,,,Manu
128,2,"RT @OMOIYAWAEC77: Who are you selling him to? The illiterate Aboki, Boko Haram, Almajiri, or Yoruba Cameleon and slaves or the bastard Igbo…",northern|northerner|northerners|arewa|almajiri,,,1.0,,,,1.0,1.0,,,,,Manu
145,2,@Emmanue10800548 @SaharaReporters Idiot. Call them whatever name they are still ahead of you. Moron who only reason from his anus since his big head is empty. Attack me you moron and stop attacking the innocent ethnic group. Bloody illiterate that think every islamic name is a northern. Slave educated illiterate,northern|northerner|northerners|arewa|almajiri,,,1.0,,,,,,,,,,Manu
368,0,RT @B_ELRUFAI: 48% Northern Fanatics Vs. 48% Southern Fanatics Vs. 4% Moderates. And I'm not referring to Boko Haram or Niger Delta Militan…,northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Manu
445,2,"RT @savage__diamond: I saw some Hausa Fulani and Northerners feeling happy for the killing of protesters in Edo, Lagos and Aba. They were e…",northern|northerner|northerners|arewa|almajiri,,,1.0,,1.0,1.0,,,,,,,Manu
263,0,"RT @__billyumar: Like let's use statement like our arewa women are not slut, our arewa women are educative..... Like let's show support to…",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Manu
440,3,RT @AishaYesufu: While the southern youth are speaking for themselves it is northern Governors that are speaking for northern youth to say…,northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Manu
444,3,RT @GoziconC: NO SINGLE SOUTHERNER CAN ENDURE HALF OF WHAT THESE NORTHERNERS HAVE ENDURED IN THE SOUTH ALL IN THE NAME OF SEEKING FOR PEACE.,northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Manu
261,2,"RT @mobytoolz: Arewa Twitter slut-shamed a woman  till she apologized for hurting no one. 
But people were slaughtered in zamfara  and Chib…",northern|northerner|northerners|arewa|almajiri,,,1.0,,,,,,,,,,Manu
438,0,RT @sanisuleimanu: When young guys and girls of Arewa extraction are busy insulting themselves and dragging their parents into their madnes…,northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Manu
442,0,RT @ShehuSani: Southern Governors should allow Ortom attend their meeting as Ortomadike and Northern Governors should allow Uzodinma attend…,northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Manu
146,2,"The Northern Governors Forum supports the censorship of social media😂. Bunch of morons. What are they scared of? Same platform they used to ascend the seat of power.

Southern Governors Forum what's your take on this??

#NoToSocialMediaBill 
@NGFSecretariat 
@kfayemi 
@GovWike",northern|northerner|northerners|arewa|almajiri,,,1.0,,,,,,,,,,Manu
340,2,Re-educate the North. The average Nigerian Northerner doesn’t think like the average Nigerian Southerner. He is less educated. Primitive. Power-oriented. The literacy level in the Northern region is appalling. Choosing an average Northerner to lead has been a bad decision.,northern|northerner|northerners|arewa|almajiri,,,1.0,,,,,,,,,,Manu
68,2,"@GazetteNGR Gov. Masari has finally confirmed the incontrovertible fact that, the North, particularly core Northern States are socio-economic and financial parasites on Southern part of the Country. Hence, their vehement resistance to restructuring anchored on Fiscal Federalism. Retards!",northern|northerner|northerners|arewa|almajiri,,,1.0,,,,,,,,,,Manu
450,3,RT @30th_May1967: BIAFRA: OHANEZE NDIGBO AND THEIR RESTRUCTURE IDEA IS FOR THE NORTHERNERS AND NOT NNAMDI KANU https://t.co/WAQSgZ6WIJ http…,northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Manu
339,3,"@MobilePunch I am not a tribalist but we will continue to be insulted until the day the ""PRIMITIVE"" southerners (South-West, South-South &amp; South-East) close ranks to demand for Independence from the ENLIGHTENED NORTHERNERS.",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Manu
441,0,@DrAhmadLawan is being biased for calling out the southern governor. There is northern governor's forum which the northern governors sit and make decision. It has never been condemned for a day. Restructure Nigeria Now and end #1999Constiution.,northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Manu
218,2,@Chude Yourba christainity are questionable they ate body of liar like vice president of Nigeria an men won't withhold God promise like femi house speaker who turned from christain to Muslim especially  pastor kummyi who fulani kill his Church members in northern part of Nigeria,northern|northerner|northerners|arewa|almajiri,,,,,,,1.0,,,,,,Manu
262,2,"I have respect for Arewa girls on Twitter, forget their class and taste, but their level of maturity is commendable. Go to southern Twitter, they are just sluts and bunch of beggers.",northern|northerner|northerners|arewa|almajiri,,,,1.0,,,,,1.0,,,,Manu
1,0,#IgboPresidency2023  Politics is no done on social media nor do we have a polling both on social media after all the names Igbo have called we northerner now Igbo want our support  for president I don't think the north are stupid,northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Manu
204,3,"Then, let there be open piggery all over Nigeria. Let all southerners also move all their pigs to Northern part of the country. Shikena! https://t.co/23NI5LDyH7",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Manu
451,0,"RT @abati1990: For the sake of peace, allow Biafra  - Northern Coalition tells Buhari https://t.co/RWUEXBFtT1",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Manu
229,2,@banjihopes @Don_J_Ronald @toluogunlesi And may your life be stagnant and backward the way abia and other southern n eastern states are. Bloody fool!!,southern|southerner|southerners,,,,1.0,,,,,,,,,Manu
69,2,"RT @Amaka_Ekwo: Nope!

Arewa will no longer be a parasite and hold Southern Nigeria back.

#DivideNigeria 

@MBuhari @NGRPresident @Nigeria…",southern|southerner|southerners,,,1.0,,,,,,,,,,Manu
452,0,"RT @SaharaReporters: .@GovUmarGanduje Tells @MBuhari: Ban Fulani Movement To Southern, Central Nigeria | Sahara Reporters 
""We cannot ask a…",southern|southerner|southerners,,,,,,,,,,,,,Manu
245,2,"@Youngster_amdow @MobilePunch @koredebello Na Hausa you be I can't blame you
Come to southern you will see what's happening
Mumu man  
You go be the next person that sars go kill even your family #animal #EndSarsNow",southern|southerner|southerners,,,,,1.0,,,,,,,,Manu
177,2,"@Hafsat_Tafido We deserves better in this country. Is it just because we are Northerners ?? Very disgusting oyo state government should call these hoodlums(herders, northerners) to order and secure the lifes of innocent southern souls there.
#StopKillingSoutherners",southern|southerner|southerners,,,1.0,,,,,,,,1.0,,Manu
189,2,"If you cooked that meal then you must taste it.
I like the way many Northerners are smelling the shit they cooked for Nigerians through the initiation, support for Boko Haram terrorists
They wished it was totally on the Southerners to suffer

Now let dogs &amp; baboons roll in blood",southern|southerner|southerners,,,1.0,,,,,,,,,,Manu
71,2,"@HAHayatu @alphaolive All of you are the same. Nasty unity beggars that cannot feed themselves. Parasites that depends on Southern Nigeria to survive.
 2023 is a defining moment, we either restructure or break up.

WE ARE TIRED OF STAYING WITH YOU SELFISH NORTHERNERS.

ACT LIKE MEN, GO YOUR WAY.",southern|southerner|southerners,,,1.0,,,,,,,,,,Manu
176,3,@DaudaJibrin13 @haforlaby @kemifine @henryshield This selective judgement is disgusting how many times have different Northern Groups issue Quit Notice to Southerners Igbos especially. Recently they threaten Bishop Kukah to leave. Did those Governors condemn them the way Seyi did to Igboho. Don't worry we know you own Nigeria,southern|southerner|southerners,,,,,,,,,,,,,Manu
